feature	Bifidobacterium.adolescentis	Bifidobacterium.bifidum	Bifidobacterium.longum	Bifidobacterium.pseudocatenulatum	Collinsella.aerofaciens	Bacteroides.caccae	Bacteroides.cellulosilyticus	Bacteroides.dorei	Bacteroides.eggerthii	Bacteroides.faecis	Bacteroides.finegoldii	Bacteroides.fragilis	Bacteroides.intestinalis	Bacteroides.massiliensis	Bacteroides.ovatus	Bacteroides.salyersiae	Bacteroides.stercoris	Bacteroides.thetaiotaomicron	Bacteroides.uniformis	Bacteroides.vulgatus	Bacteroides.xylanisolvens	Bacteroidales.bacterium.ph8	Barnesiella.intestinihominis	Coprobacter.fastidiosus	Odoribacter.splanchnicus	Parabacteroides.distasonis	Parabacteroides.goldsteinii	Parabacteroides.merdae	Parabacteroides.unclassified	Paraprevotella.clara	Paraprevotella.unclassified	Prevotella.copri	Alistipes.finegoldii	Alistipes.onderdonkii	Alistipes.putredinis	Alistipes.shahii	Alistipes.unclassified	Streptococcus.salivarius	Clostridium.bolteae	Clostridium.citroniae	Clostridium.clostridioforme	Clostridium.hathewayi	Clostridium.leptum	Clostridium.nexile	Clostridium.symbiosum	Flavonifractor.plautii	Eubacterium.eligens	Eubacterium.hallii	Eubacterium.rectale	Eubacterium.siraeum	Eubacterium.sp.3.1.31	Eubacterium.ventriosum	Ruminococcus.gnavus	Ruminococcus.obeum	Ruminococcus.torques	Coprococcus.comes	Dorea.longicatena	Lachnospiraceae.bacterium.1.1.57FAA	Lachnospiraceae.bacterium.3.1.46FAA	Roseburia.hominis	Roseburia.intestinalis	Roseburia.inulinivorans	Roseburia.unclassified	Oscillibacter.unclassified	Peptostreptococcaceae.noname.unclassified	Faecalibacterium.prausnitzii	Ruminococcus.bromii	Ruminococcus.callidus	Ruminococcus.lactaris	Subdoligranulum.unclassified	Coprobacillus.unclassified	Acidaminococcus.unclassified	Dialister.invisus	Veillonella.atypica	Veillonella.dispar	Veillonella.parvula	Veillonella.unclassified	Burkholderiales.bacterium.1.1.47	Parasutterella.excrementihominis	Sutterella.wadsworthensis	Bilophila.unclassified	Escherichia.coli	Escherichia.unclassified	Klebsiella.pneumoniae	Haemophilus.parainfluenzae	Akkermansia.muciniphila	C2likevirus.unclassified
MSM79HDQ	0	0	0.00424772421210747	0.00162382603162535	0.0017652632177818	0.0561448418493881	0.00272910202007264	0.0056109244175569	0	0	0	0.00255619903295105	0	0	0.0313176892151444	0	0.0405880227176726	0.0125395984391691	0.145914547148324	0.0761920532642908	0	0.000560027689904849	0.103835077248541	0.0027686726485591	0.016206476678915	0.0277042074861272	0	0.0553896626262247	0	0	0	0	0.00160412017647547	0.00884920030779274	0.0896080855030698	0.0193037921375545	0	0.000222008706809613	0.00047564213277106	0.000345964892429869	0	0	0	0	0	0.000391733330197348	0.0101394570655503	0.00210360003725042	0	0.00865293634722734	0	0	0.00309906355869309	0.00627218299238496	0.0132405865606704	0.00113197424381165	0.00222040490446951	0.0048123605294264	0.00167801713328754	0	0	0	0.000370915047740612	0.00520202792319675	0	0.209331803057141	0	0	0	0.018078691836341	0	0	0	0	0	0	0.000141596104343139	0	0	0.00466424877942887	0	0	0	0	0.000365670747579755	0	0
MSM79HDQ_TR	0	0	0.0168112867977889	0.00282603805116339	0.00200764879804602	0.0534618845609976	0.00253149505077774	0.00183619359814886	0	0	0	0.00397608947165445	0	0	0.020493476025196	0	0.0352810451214809	0.00859573852680293	0.170732099241548	0.0729258259416377	0	2.74778249132279e-05	0.0903085229463941	0.00150212109525646	0.020971686592107	0.0278220208252989	0	0.0477199832883404	0	0	0	0	0.00109332819128423	0.00685274456871063	0.122814468440674	0.0121363607147448	0	0.000584426018768479	0.000590050134978789	0.000467926468697776	0	0	0	0	0	0.00102567810772593	0.0056086900629901	0.0017111775292454	0	0.00762099884303895	0	0	0.00406768222136521	0.00663854608561512	0.00974145134336033	0.000934246047049749	0.00231488623216352	0	0.000683410464069932	0	0	0	0.00048753053091657	0.00446072759994858	0	0.19769893302481	0	0	0	0.0265567553670138	0	0	0	0	0	0	3.55122766422419e-05	0	0	0.00540140120838154	0	0	0	0	0.00064243476025196	0	0
MSM79HDS	0	0	0.00484572439027959	0.00700465102666851	0.000905097953440443	0.0394541686337965	0.01392211937096	0.000900322930200713	0	0	0	0.00123318825991222	0	0	0.0492796261310836	0	0.0203728677018198	0.0493558724699116	0.187422742819559	0.0660610602245955	0	0.000946532832520681	0.102771900990663	0.00144606187659954	0.022887302520057	0.0652919734169835	0	0.0417752920273285	0	0	0	0	0.00431893150383196	0.0147931760296914	0.0943284276387587	0.0520928849843233	0	0.00036320983223495	0.000338564550997633	8.91851114775385e-05	0	0	0	0	0.000398175324990392	0.000234284204762239	0.0119985551703875	0.000923427881360697	0	0.019581754174102	0	0	0.00392445297102716	0.00505490121478132	0.0137959663376265	0.000683598488320062	0.00248131772157456	0	0.00197501122515544	0	0	0	9.33440026863357e-05	0.00422543346813789	0	0.068864614998348	0	0	0	0.0193770443068245	0	0	0	0	0	0	8.30237911682094e-05	0	0	0.00056129628017988	0	0.0027541101782701	0.000788803032601856	0	0	0	0
MSM79HDU	0	0	0.00546257492617421	0.00115673742027215	0.000977841592663037	0.0446144186369105	0.00504392867908523	0.00887009862111831	0	0	0	0.000344787112297896	0	0	0.0551397621569135	0	0.0271799948782108	0.0716355246766204	0.381758360920748	0.0697516999271746	0	0.00443421568601298	0.0695451277646324	0.00186598518415767	0.0114486660673462	0.0195986798054787	0	0.036441730311122	0	0	0	0	0.0023173095134567	0.00582270073012172	0.062236741368318	0.0231107400185131	0	9.26990495346374e-05	1.83397400158455e-05	0	0	0	0	0	0.000345120562116366	0.000994514083586533	0.00103319426252904	0.00169625922655648	0	0.00910901541605201	0	0	0.000848463063096708	0.0034175271894982	0.00493389023899015	0.000216408932186977	0.00126344136218252	0.00133129840024115	1.78395652881407e-05	0	4.10143276718e-05	0	0	0.00880857712961061	0	0.0422942747999968	0	0	0	0.00933459421824691	0	0	0	0.000346287636481011	0	0.000517180668446844	0.000184731199432335	0	0	0.00161256332212053	0	0.00278513960877	0	0	0	0	0
MSM79HEA	0	0	0	0	0	0	0	0	0	0	0	0.0132112355331512	0	0	0	0	0	0	0.439700344956234	0.240952654535316	0.029238686990694	0	0	0	0	0	0	0	0.00016579010770918	0	0	0	0	0	0	0	0	0	0.000254728543375769	2.55836496707969e-05	0	0.00202000037066075	0	8.48087914283896e-05	0.000217763191292373	0.00194586822043356	0	0	4.0289212079995e-05	0	0	0.00602817263443906	0.00152323438571441	0.00224743297285232	0.00284935380132745	0	0.00230494582309652	0.000125702341689585	0.000863901430025294	0.00910848434401508	0.00455288241109984	0.000495758754644339	0	0	0	0.215840388645855	0	0	0	0.00314789686284021	0	0	0.0173367501271125	0	0	0	4.55268096503944e-05	0	0	0	0	0.00116526473638366	0.00106212435345887	0.00344442546374898	0	0	0
MSM79HES	0.0233289232828964	0.0210220158310379	0.00386207450037451	0	0.0149924994975857	0.0886800696870114	0	0	0	0	0	0.0350221176769237	0.00704808423418055	0	0.0231805161623642	0.00814047404571005	0	0.0134548883244596	0.11031305179016	0.141911446637935	0.0149271829177189	0	0	0	0.00379719409132479	0	0	0.0703852118901473	0	0	0	0	0.0114803430352626	0.0172616781737615	0	0	0	0	0.0101205805128257	0.000180029504774925	0.00112444836658936	0.00218368919601615	0.00142028122331521	0.0192320798401957	0.00446453544155044	0.00575843617059906	0	0.0181549560072662	0.0356941478634336	0	0	0	0.000495708133680685	0.000879538452764718	0.0201670119867374	0.00224333555526017	0	0	8.83245904710416e-06	0.000450237325993742	0.000408473970252496	0.00188905580903744	0	0.0197057613476108	0.000689804147308406	0.00171884014764818	0.0215467293240585	0	0	0.101903460350274	0.000178284821506362	0	0.00311578623224635	0	0	0	0	0.00228117337364715	0.000759264349938102	0	0	0.038677665295382	0	0	0	0.0757400810121867	0
MSM79HEU	0.000582765612775892	0.000955412187436417	0.000105929471236925	0	0.000646732684778866	0.0251044659046295	0	1.8627211367266e-05	0	0	0	0.00547128277621596	0.0164629750399462	0	0.0158758084926165	0.0276762492410947	0	0.0107054268231025	0.132781312854045	0.125114475472057	0.0195077053199725	0	0	0	0.00501532548697876	0	0	0.0555119555992783	0	0	0	0	0.0321732879238765	0.0485035184960021	0	0	0	0	0.000741301604028063	1.84225167368565e-05	0.000245735903806624	0.00313448887546092	0	0.00091396152477849	0.000179005454293122	0.00387978202478197	0	0.00165127158351357	0.0195327804121977	0	0	0	0	0.00014819891241649	0.00050139949718811	5.90544008731454e-05	0	0	0	0.000418907561133075	0.00214560911595255	0.00194971635465064	0	0.00603306718937488	0	0.00266901328590968	0.00202371346354368	0	0	0.0325287401495826	0	0	0.0061132051371802	2.35398824970944e-05	0	1.35098456070281e-05	0.000126296586962671	0.001312092580925	0.000380322623300881	0	0	0.000820211384050931	0	0	0	0.390061993815766	0.000161401716077904
MSM79HEW	0.00295372601951321	0.00190610310136614	0.000614842173062216	0	0.00187449378918067	0.0416141726303586	0	0	0	0	0	0.0155559893283678	0.00768034446761092	0	0.0100127627729331	0.00986980247463968	0	0.00733387356521432	0.0763643010175325	0.0571287003933923	0.00299077459645787	0	0	0	0.00464123225414215	2.17570590367534e-05	0	0.0531697366697989	0	0	0	0	0.0317565828445179	0.0504819188576641	0	0	0	0	0.00296645184649697	4.69008300933788e-05	0.000271552727411554	0.00267386045350742	0.000323277056442327	0.000814042416412868	0.000783254125323123	0.00400032266129062	0	0.00184031878607105	0.0202251362997647	0	0	0	0	0.000390806041565835	0.00160406996577574	7.46102920741497e-05	0	0	0	0.00250124076813092	0.00176786367437318	0.000637625508468627	0	0.0228231549295543	0	0.00225093196157129	0.00623996558279567	0	0	0.0757483299404637	0	0	0.0153438580027595	0	0	0	0	0.0013985068089332	0.000377361821123313	0	0	0.0057649022512809	0	0	0	0.453160541233527	0
MSM79HEY	0.000224770575651748	8.0508733460717e-05	0.00021036482512134	0	7.58089850607259e-05	0.0411923752099306	0	0	0.000436974432755693	0	0	0.00670807349343946	0.00925155689382594	0	0.078771052574042	0.0259507846434291	0	0.0129154194453929	0.136634967885393	0.434805396700654	0.0184867668366954	0	0	0	0.00518004225278149	5.11863901825117e-05	0	0.0647805145979294	0	0	0	0	0.0036981911485756	0.00600617628674514	0	0	0	5.41492750433756e-06	0.00170713252207502	0	0.000135475356051917	3.82109978607971e-05	2.50312686521265e-05	0.000214553731303941	0	0.000929017656546065	0	0.000736940982807299	0.0832392872811118	0	0	0	0	4.01521982868804e-05	0.00169517881418809	0	0	0.00015856542427796	0	0.00114142585053697	0.00375540547692332	0.00129805007438884	0	0.00615064246582312	0.000601465626755382	0.0223180834671229	0.000529845547877257	0	0	0.00851175519460126	0	0	0.00738606328435991	0.000928506814328675	9.8796884843291e-05	0.000576025684329343	0.000328165040451552	0.00757211201993347	0.00161763296558824	0	0	0	9.8796884843291e-05	0	8.96017249302649e-05	0.00261173192062983	0
MSM79HF3	0	0.00141603330696947	0	0	0.00775433743099496	0.0218722489602435	0	0.0208989547492515	0.0993929832027851	0	0	0	0	0.0442118209280438	0.00368975926862063	0	0.000885821223279432	0.00192623523007168	0.0555283099749964	0.00476333297010128	0	0.0114883477404584	0.0105454689735599	0	0.00484611786304749	0.0364066005172684	0.0146156499808989	0.0118566490390492	0	0.00107060076333617	0.00134308197865499	0	0.00377037162984587	0.0369858660803423	0.000863066812096703	0.00745487108482627	0	0.000128751090410822	0	0	0	0	0.00183167292832235	0	0	0	0.0039811072067794	0.000930300951671803	0.176601673283932	0.0596859639700479	0	0.00116664953415774	0	0.000774450386636323	0.0118174291242971	0.00398636702041963	0.00162642585257863	0	0	0.00244295474833678	0.00246010631455492	0.00426822442527103	0	0.000494879857280674	0.000587040939759469	0.0847154732397262	0.014202182891267	0	0.000990445777210074	0.0272534956892969	0	0	0	0	0	0	0	0.00033022482158655	0.000568174216919517	0	0.00220134635221061	0.15371919707344	0.00475990265685765	0	0	0.0348890299382875	0
