feature	Bifidobacterium.adolescentis	Bifidobacterium.bifidum	Bifidobacterium.longum	Bifidobacterium.pseudocatenulatum	Collinsella.aerofaciens	Bacteroides.caccae	Bacteroides.cellulosilyticus	Bacteroides.dorei	Bacteroides.eggerthii	Bacteroides.faecis	Bacteroides.finegoldii	Bacteroides.fragilis	Bacteroides.intestinalis	Bacteroides.massiliensis	Bacteroides.ovatus	Bacteroides.salyersiae	Bacteroides.stercoris	Bacteroides.thetaiotaomicron	Bacteroides.uniformis	Bacteroides.vulgatus	Bacteroides.xylanisolvens	Bacteroidales.bacterium.ph8	Barnesiella.intestinihominis	Coprobacter.fastidiosus	Odoribacter.splanchnicus	Parabacteroides.distasonis	Parabacteroides.goldsteinii	Parabacteroides.merdae	Parabacteroides.unclassified	Paraprevotella.clara	Paraprevotella.unclassified	Prevotella.copri	Alistipes.finegoldii	Alistipes.onderdonkii	Alistipes.putredinis	Alistipes.shahii	Alistipes.unclassified	Streptococcus.salivarius	Clostridium.bolteae	Clostridium.citroniae	Clostridium.clostridioforme	Clostridium.hathewayi	Clostridium.leptum	Clostridium.nexile	Clostridium.symbiosum	Flavonifractor.plautii	Eubacterium.eligens	Eubacterium.hallii	Eubacterium.rectale	Eubacterium.siraeum	Eubacterium.sp.3.1.31	Eubacterium.ventriosum	Ruminococcus.gnavus	Ruminococcus.obeum	Ruminococcus.torques	Coprococcus.comes	Dorea.longicatena	Lachnospiraceae.bacterium.1.1.57FAA	Lachnospiraceae.bacterium.3.1.46FAA	Roseburia.hominis	Roseburia.intestinalis	Roseburia.inulinivorans	Roseburia.unclassified	Oscillibacter.unclassified	Peptostreptococcaceae.noname.unclassified	Faecalibacterium.prausnitzii	Ruminococcus.bromii	Ruminococcus.callidus	Ruminococcus.lactaris	Subdoligranulum.unclassified	Coprobacillus.unclassified	Acidaminococcus.unclassified	Dialister.invisus	Veillonella.atypica	Veillonella.dispar	Veillonella.parvula	Veillonella.unclassified	Burkholderiales.bacterium.1.1.47	Parasutterella.excrementihominis	Sutterella.wadsworthensis	Bilophila.unclassified	Escherichia.coli	Escherichia.unclassified	Klebsiella.pneumoniae	Haemophilus.parainfluenzae	Akkermansia.muciniphila	C2likevirus.unclassified
CSM9X22G	0.00494277977592279	0	0.00172550621369952	0	0.00298590940249923	0.000446331543710072	0.0296504591888775	0.000145648601038402	0	8.36800968698894e-06	0	0.00807060609946488	0	0.0815945400772254	0.0407345665065663	0	0.0212654873200906	0.0018986335492506	0.197264520249566	0.0391922518562846	0.000648520750741643	0.000307580896602837	0	0	0	0.00388117335779506	3.66383126835732e-05	0.0511453882880884	0.0339224412152974	0	0	0	0.00122783579974765	0.0906790323233598	0.137052167303201	0.00945042304812216	0	0	0	0	0	0.000221073769433289	0.000504568367883036	0	0	0.000339130554747025	0.00138920268925215	0.000561335136300177	0.00342342061167437	0.0137377841193721	0	0	0	0.00131174205904151	0.00485615956754126	6.67179150719389e-05	0.000307128571754891	0	0.00184876473476462	0.000591527819900529	0.00309141417328248	0.000222204581553152	0.000897412498323571	0.00483738808635153	0	0.0201294734644759	0.0692619030979955	0	0	0.022512094601028	0	0	0	0	0	0	0	0.00067147623677487	0.000155373585269227	0	0.000780260362705726	0.00353593641760077	0.000425298438280614	0	0	0.0857094523001962	0.00033494654990353
CSM9X22I	0.00175128098198743	0	0.000337197615020052	0	0.00154243312228668	0	0.0331246345441963	0.000119629127344647	0	0	0	2.45966430054415e-06	0	0.065247291294689	0.0695912820552955	0	0.0170535234132091	0.00117001758659975	0.318380065091662	0.0177917581121406	0.00164204952645872	0	0	0	0	0.00139597129348155	0	0.0343005776857019	0.0108443244923309	0	0	0	0.000790670269702191	0.0569233400899566	0.0700439720895184	0.00593707060689981	0	0	0	0	0	2.77271248424976e-05	0.00211341064878118	0	0	0.000229307794564365	0.00238117864877224	0.00301912612599519	0.00467872871132597	0.0655303762950971	0	0	0	0.00152286761080508	0.00424292091843865	0.00147658120078575	0.000667239842983975	0	0.000234897940701966	0.00117728477657863	0.000407409850508312	0	0	0.00492961446998147	0.000154958850934281	0.0511496135531975	0.0215964115733914	0	1.6546832567297e-05	0.019429894536303	0	0	0	0	0	0	0	0.000863230366568243	2.47084459281935e-05	0	0.00050758526929411	3.13048183705618e-05	0.000121306171185927	0	0	0.105476218959316	0
CSM9X22K	0	0	0	0	0.00108127970280611	0	0.0298852680316936	0	0	0	0	0.000429480255787475	0	0.0652390721463402	0.0590776699185686	0	0.048502242703969	0.000649541853684086	0.270061915034722	0.0421917318116724	0.00128134547402526	0	0	0	0	0.00208687627668247	0	0.131227450270863	0	0	0	0	0.0011798612784149	0.0616902429288683	0.131990731826831	0.0104299737011877	0	0	0	0	0	7.13829511496579e-05	0	0	0	0.000222426695675666	0.00061180779366371	6.91253578151055e-05	0.0333008992424269	0.00999479570984163	0	0	0	0.00035691475574829	0.00581620545647408	0.000988825880533966	0.00283037701486174	0.0045035761890986	0.000241347477908105	0.000746295853736333	0.0111923952215994	0.00168749726535569	0	0.00236456025683242	0.000314020482391793	0.028095964057394	0.00271276715257601	0	6.63302422580405e-05	0.00920001535163468	0	0	0	4.19267333559738e-05	0	0	0.000105354355612447	0.000168566968979915	0	0	0.000197055646773077	0	0	0	0	0.0268001054833609	0.000294777186825846
CSM9X22S	0	0	0	0	0	0.0748577683509514	0	0.00375795641041313	0.126052877895714	0.000123554510724643	0.165044782196027	0	0	0	0.0196414292519093	0	4.27338986398396e-05	0.0479685486588072	0.113352928964238	0.0869357016466695	0.00573695012307464	0	0	0	0	0.0208739435862025	0	0	0.0456438447779529	0	0	0	0	0	0	0	0	0	0.000121432969657417	0	0	0	0	0	0.000210941797541336	0.000125777077556975	0.0356082483496178	0.000447039010594067	0.022379227486282	0	0	0.0076578540208002	0.000922567286948027	0.00235208186319798	0.00215831444572467	0.00261303141446679	0	0	0	6.55657215537965e-05	0.00011223962503277	0.023543852506424	0	0.0146023651141869	0	0.157868922100548	0	0	0.00445644855035604	0.00944944493919007	0	0	0	0	0	0.000708089587627981	0.000315604490191156	0	0	0	0	0	0.000176087908579765	0	0.00407184346259748	0	0
CSM9X22U	0	0	0	0	0	0.0585728006090597	0	0.0250708877708502	0.282265743224518	0.000145571075632138	0.131103689853767	0	0	0	0.00208194865232335	0	2.62108584933212e-05	0.0255804873465568	0.0822661061440974	0.0668028085539742	0.00256735358942081	0	0	0	0	0.00965255188414236	0	0	0.0120303808044576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0251639363185014	0.000449919467137279	0.0164280588046659	0	0	0.0014143782486973	0.000633093043607913	0.00406742118319243	0.00297190810916581	0.00115156398680465	0	0	0	0	0.000353443345683016	0.010189168806296	0	0.00933257778853543	0	0.216619640018053	0	0	0.00267532216421446	0.0095699876798884	0	0	0	0	0	0	2.23800407135281e-05	0	0	0	0	0	0	0	0.000790660627550455	0	0
CSM9X233	0.0165405125326026	0.0156466557116298	0.0398778086549547	0	0.0234548838313096	0.0053964316826706	0	1.61697961761523e-05	0	0	0	0	0	0	0.00792213006627357	0	0.132578061177235	0	0.0372124079882122	0.0183850582522852	1.09383915309266e-05	0.00018904394058884	0	0	0.0026868018675639	3.15073234314733e-05	0	0	0.00725881173637097	0	0	0	0	0	0	0	0.000417085624896635	3.25773834725422e-05	0.000418869058298417	0	0	0	0	0	0	0.00098659535786553	0.0123935542912202	0	0.064085182486256	0	0	0.00971590738178541	0.000601968220881318	0.00250441607834171	0.000674613408113885	0	0.00168475008688293	0.000793152281552296	0.00196023109967811	0.00733775838828983	0	0	0	0.00494201285189667	0	0.515208941707053	0	0	0.00214119014217888	0.00804197679087329	0	0.00433814230205346	0.0534720892078143	0	0	0	0	3.66198325165803e-05	0	0	0	0.000325536043605184	0.0001330441317729	0	0.000546562889865973	0	0
CSM9X235	0.0304591010043367	0.00986376306845464	0.0342835615898952	0	0.00988844686606865	0.0248983115694723	0	0.000944801739149855	0	0	0	0	0	0	0.0264774869073023	0	0.294978434001108	1.76312840100122e-05	0.0721596736096704	0.0264457505960843	0.00322487938732463	0.00190617688526912	0	0	0.00572875680053317	0.000363674618179852	0	0	0.0117558349265157	0	0	0	0	0	0	0	0.000830080851191375	0	0.00758968005684326	0.000243076635551368	0	0	0	0	0	0.000772250239638535	0.00609442963090082	0	0.0739357316189456	9.76773134154677e-05	0	0.00599980840671376	0.0018783194565333	0.00384420762364966	0.00034604333416984	0	0.00232486110956021	0	0.000186774068612729	0.0116130215260346	0	0	0	0.00713667359967935	0	0.183442931353771	0	0	0.00211269799197306	0.00949597448400578	0	0.00899454076676103	0.119020570419054	0	0	0	0	2.40960881470167e-05	0	0	0	0	0	0	0.00062026857147223	0	0
CSM9X237	0.324714103897204	0.0465427123670017	0.0636417198537212	0	0.0396781077826331	0.00114922818424438	0	4.33303114051988e-05	0	0	0	0	0	0	0.00969158242622229	0	0.0684931981702043	0	0.0184621790835271	0.00977802639747566	0.0016294363603925	0	0	0	0	0	0	0	0.00207162218828255	0	0	0	0	0	0	0	4.65800847605887e-06	0.000454751618197561	0.000165846766903398	0	0	0	0	0	0	0.000933768210782033	0.0237087215142471	0	0.0670241922877895	0	5.41628892564984e-06	0.00364223765094249	0.000219143049931793	0.00145394859920144	0.00117143496883955	0.000406329995202251	0.00100807969484195	0	0.000609549155692633	0.00334455841158878	0	0	0	0.00202710029331371	0.000242433092312087	0.229521742771123	0	0	0.00163116957284871	0.00493597242372322	0	0.00484844519468471	0.0636814754144355	0.000165846766903398	0	0.00040232194139727	0.000101609580245191	7.65863254086888e-05	0	0	0	0.000680610866397159	0.000354550273073039	0	0.00128225224025834	0	0
CSM9X23B	0.0778450479594607	0.00543965581066296	0.0301902182854698	0	0.0147072508863863	0.0278410890417157	0	5.39852419772789e-06	0	0	0	0	7.31371492501707e-05	0	0.0512988335074572	0	0.268747532103224	0	0.0535430771382269	0.0264333595890129	0.00665329546482836	0.00462923449955167	0	0	0.00591164106909288	0	0	0	0.0205430555441301	0	0	0	0	0	0	0	0.00123266302514787	0.000731371492501707	0.000627257097259812	6.45252177918905e-05	0	0	0	0	0	0.0012090123477102	0.013419060183776	0	0.073710035496582	0	0	0.00215426822747427	0.000277895459892564	0.000863378262765196	0.00065784873438027	0.000329695584932668	0.00111273866618406	0	0.000461188210034468	0.00150168948100131	0	0	0	0.0122824137675735	0	0.230018262436143	0	0	0.00261558497379916	0.00655805007362559	0	0.0327100437229045	0.0233592856672782	0	0	1.18253387188325e-05	3.81752782553615e-05	2.01801975962685e-05	0	0	0	0	0	0	0.000171724484003916	0	0
CSM9X23H	0	0	0	0	0	0.0215837467371297	0	0.00619183753310972	0.559223501003713	0.000134082323740869	0.122525990726073	0	0	0	0.0402022498572995	0	9.34968670031619e-05	0.0384028610642569	0.0742751938481667	0.0280461539818241	0.00974461826822557	0	0	0	0	0.0120916601997165	0	0	0.022823757704222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.09282906087057e-05	0.00144804901199967	2.52531730812399e-05	0.001585738931895	0	0	4.57964289608199e-05	9.9208894247728e-06	0.000567494917297862	0.000948497155610854	0	0	0	0	0.00106394023255366	0.00277353996575189	0.000835459142771019	0	0.00927823625425696	0	0.0402758047344488	0	0	0.000332700534244906	0.00532240685988417	0	0	0	0	0	0	2.92616132528652e-05	0	0	0	0	0	0	0	5.7821749475696e-05	0	0
CSM9X23N	0	0	0	0	0	0.0694378893061056	0	0.00500670157133326	0.218623120375863	0.000172000128271282	0.086265050890827	0.000796870261137612	0	0.000191100084069963	0.0216990576785492	0	0.000344000256542564	0.0855452841354661	0.218576878377614	0.0639371020360854	0.00345719252564446	0	0	0	0	0.0283036213415668	0	0	0.0326664533503182	0	0	0	0	7.70029796936307e-05	1.36715473085297e-05	0	7.21777277023849e-05	0	0.00012012866936539	0	0	0.000459705778249312	0	0	0	0.000883724796980036	0	0.000626780128446198	0.00716871604166082	0	0	0.000666588457373975	0	0.00101099081824914	0.000368428094748246	0.00167737822345682	0	0	0	0	0	0.00300965040345641	0.000211004248533852	0.0480117599433113	0	0.0906083808394471	0	0	0.00499966474551269	0.00477137001067687	0	0	0	0	0	0	2.45283642888327e-05	0	0	0	0	0.00019602586214436	0	0	0	0	0
CSMA88CB	0.00145510336443115	0	0.000346458528094632	0	0	0.0236931154334476	0	0.0341650096870298	0	0	0	0.00106261502541014	0	0	0.0474742488468129	0	0	0	0	1.695244256069e-05	0.000574699029590545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00840964645624906	0	0.0393507730931281	0.000341855547001994	0.0033584921801526	0.000910043042363929	0.00509516326605534	0	0.000214880629544111	0.00512715959804075	0	0	0.0078077786114288	0	0	0	0.00162552593269027	0	0.0228324702369559	0	0	0	0.000510481829956672	0.00516869869570601	0.00583186477654042	0	0	0	0	0.044541364015982	0.00958924456211111	0.00670979921908742	0.00341743279170466	0.0898478333038256	0.00120676692109177	0	0.552996535077916	0.000111032885380943	0	0	0.000463890679872657	0	0.00627173014046614	0	0.0178319487528784	0.00225343991442497	0	0.000205113328201197	0	0.0454163794949093	0.00376445265895694
CSMA8M9R	0	0	0	0	0	0.0445539293497953	0.0933855598501381	3.65085277920914e-05	0	0	0	0.0204285043534131	0	0.121544922929888	0.00964496321130231	0	3.25424203160703e-06	0.0230413556196031	0.0963346149962185	0.0652732815847833	7.75933334411301e-05	0.0113096097055328	0	0	0.00535678746921563	0.00037057681134925	0.00721068847659676	0	0.00245563069803797	0	0	0	0	0.0590702894922864	0.0442910476106796	0.000221593543339741	0.0122324924066838	0	0	0	0	8.62374138375863e-05	0	0	0	0	0.000561356750452212	4.37288772997195e-06	0.0643188734139511	0.00211261324889389	0	0	0	0.00026400038481412	0.00302085186090271	0.00046647525621817	0.000175932459833755	0	0.0200164359561609	0.00168834144402312	0.0355963230726065	0.00747631598242669	0.024060746936004	0.00195976556847185	0.000987255676338782	0.0731399032208759	0	0	0	0.0834321555112775	0	0	0	0	1.46440891422316e-05	0.000657255195321132	0.000248746125290962	0.00209034202999008	0.000354203906127728	0	0.000853424972788943	0.00039244124999911	0.000385729375808921	0	0.00136342571617986	0.0539780108832023	0.00345061519920182
CSMA9J65	0.00736778925809018	0	0.000777830780647973	0	0	0.0459765552458908	0	0.0726767706217658	0	0	0	0.109268656405342	0	0.0012498217300371	0.0436870888520913	0	0.000114163030427785	0.000203385829592884	0.00101212844617207	0.00175928157146407	0.00167966017588366	0	0	0	0	0	0	0	0.000417543965646646	0	0	0	0	0	0	0	0.213539899335138	0	0.0153271186492277	0	0.00207097591710382	0.00793157899297201	0.0177156434263522	0	0.00180939621456467	0.00653937547319113	0	0	0.0228393973222388	0	0	7.16592560223633e-05	0.00640027221150065	0	0.0813265814389881	0	0	0	0	0	3.53612668607087e-05	0	0.000426559917793251	0	0	0.0108575481902642	0.0149869713636967	0	2.81016690283778e-05	0.0538998208284419	0.00127277142641028	0	0.0146717643094284	0	0	0	0	0	0.00983558415993222	0	0.0155308557496834	0.0781702956459508	0	0.000845860237754171	0	0.137675931084404	0
CSMAAEUA	0	0	0	0	0	0.0375151720138176	0.0399917525186813	4.90582940511486e-05	0	0	0	0.00641180730552145	0	0.16224278675487	0.0175617520006744	0	1.30009557733893e-05	0.0181850868880283	0.120818491421908	0.158994579210862	0.00025128409830754	0.0116705923458904	0	0	0.00399007458282675	0.00106364069421041	0.00212260916993976	0	0.0626000083287373	0	0	0	0	0.0345130684998014	0.0560913032747173	0.000165457476209775	0	0	0	0	0	0	0.000108172014833278	0	0	0	0.00508063131828676	0.000127673448493362	0.0336410903332815	0.00549452893372864	0	0	0	0.000336806010504366	0.000641008061608279	0.000142908943540302	0.000254839047151826	0.00044355604579993	0.0158300856336392	0.00418945642800772	0.0535225988098031	0.00547837930897889	0	0.00068427686754159	0.00053070307746843	0.0511459631524474	0	0.000393075772211066	0	0.0521113856885885	0	0	0	0	0	0	0.000117313311861442	0.00367845792413333	0.000989799328216238	0	0.000584027310132721	0	0	0	0.00215003306102425	0.0280717043338889	0
CSMACTZP	0.000316329909774228	0.000313938302593475	0	0	0	0.0963229358476884	0	0.0575047596968909	0	0	0	0.024325036635436	0	0	0.114184574356901	0	0	0	2.2162226541642e-05	2.00895003183229e-05	0.00109073231490196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.234234007282922	0	0.00231587295336223	0	0.000699624820609531	0.0032004487292833	0.0261377154379678	0	0	0.0224804697371608	0	0	0.00545748814599901	4.40055721258502e-05	0	0	0.00275449371031228	0	0.00282416919951154	0	0	0	3.17286552646529e-05	0.00234919601341405	0.00145393772541894	0	0	0	0	0.0463951065803796	0.00992389427629409	0.00166679076450593	0.00177680469482056	0.0730452637169434	0	0	0.0626658479929553	0	0	0	0	0	0.0115836696597365	0	0.00820703920147106	0.00190340043492174	0	0	0	0.184748465903574	0
CSMAE44D	0	0	0	0	0	0.0293834671965214	0.0338568481668719	0	0	0	0	0.0134330925178588	0	0.174729651665694	0.0104636869756294	0	3.01483033485862e-05	0.0230453428458987	0.0415797710954659	0.201561641645935	0.000157519826556204	0.0139018075830065	0	0	0.00411048847333241	0.000228034482374877	0.00747232780310932	0	0.00699116897517014	0	0	0	0	0.0757861574773357	0.067215642315673	0.000923468835456023	0.0164328487010432	0	0	0	0	0	0	0	0	0	0.00212697291812308	0	0.0173637028591315	0.0109864261816769	0	0	0	3.23740170186161e-05	0	0	0	0.000170165926954101	0.0166372096834732	0.00463535222424672	0.0297357369692052	0.0020125510017229	0.00839964105308631	0.00168992368837176	0	0.0839823480672206	0	0.000453843251079724	0	0.0755443640377279	0	0	0	0	0	0.00021569188838653	0.000332339518456731	0.00223188496702403	0.000335071076142676	0	0.000292883685215292	0.000105620230523235	0.000162780604321729	0	0.00131883651829587	0.0188325727125481	0.0010985920337661
CSMAF72L	2.06095680492156e-05	0	0	0	0	0.0793014673153719	0	0.18349242297818	0	0	0	0.0255289574449632	0	5.32413841271404e-05	0.351454677699274	0	0	0	0.000134677802321611	0	0.00626602429696327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0803737373419325	0	0.00264518081031669	0	0.000513951103227315	0.000132101606315459	0.00220765685527188	0	1.90352260454561e-05	0.00343034810419167	0	0	0.00297178521509662	0.0114365928033106	0	0	0.00159852962181729	0	0.00263072548828217	0	0	0.000698578483668205	0	0.0093193890522547	0.000603116109440241	0	0	0.0128431958226696	0	0.00980915253742426	0.00305236290128904	0.00850416613830795	0.00466019545312855	0.0156815913334476	1.31672240314433e-05	0	0.0799616891029485	0	0	0	0	0	0.0037048561008472	0	0.00589419334007533	0	0.000119220626284699	0	0	0.0909234031091251	0
CSMAG78W	0	0	0	0	0	0.0122264822615149	0	0	0	0	0	0	0	0.300533818472014	0	0	1.73617453110241e-05	0	0.2436244259083	3.02074297029957e-05	0	0	0	0	0.00689421859902558	0	0.0700457105650536	0	0	0	0	0	0	0	0.0796033011803177	0	0.000458932146285048	0	0.01231620133844	0	0	0	0.000223695550857068	0	0	0	0	0	0.00267400984862565	0.0581253168769412	0	0	0	0.000275279002243579	0.000588693630025824	0.000249085848913074	0	0	0.00828014751662814	0.00525840097723544	0.0242806517097405	0.00969859207284788	0	0.00269257587684842	0	0.104270828775457	0	0	0	0.0576320626676713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CSMAH393	0.000860476592011677	0.00241316299945928	0.000183864539572943	0	0	0.209398786588571	0	0.0878866590915107	0	0	0	0.177031065071977	0	0	0.155131569494179	0	0	0	0	3.29679990622436e-05	0.00222149957838774	0	0	0	0	0	0	0	0.000156213959714287	0	0	0	0	0	0	0	0.0626823283962475	0	0.019965845625631	0	0.000680156998574459	0.000636435996233849	0.000395025164390969	0	0.000710761700212886	0.00216277163740589	0	0	0.0206725897202234	0.0199047543872253	0	0	0.00461882848510744	0	0.00421529544999074	0	0	0.000469587198112387	0.000435792044951808	0.000185873342383187	0	0	0.000704380797168581	0	0	0.00229866123927536	0.00250674957744242	0.000900888977958943	0.00300587799335252	0.0257637231954806	7.12534173280748e-05	0	0.00360095628466957	0	0	0	0	0	0.00198635148471797	0	0.00631378539746881	0.00684304585553257	0	0	0	0.172952013718469	0
CSMAHYLR	0	0	0	0	0	0.102999346288823	0	0	0	0	0	0	0	0.287386843523005	9.63119676746781e-05	0	0.000126264485370363	0	0.214038472748352	0.000142703072523214	0	0.0220424309180981	0	0	0.00653892707862909	0	0.0545862952204858	0	0	0	0	0	0	0.000916123470530656	0.0859276214050171	0.000710893256689849	0.0127879097519548	0	0	0	0	0	0	0	0	0	0	0	0.0166424054635006	0.0234847908779759	0	0	0	0.000342285673599851	0.0021255194038864	0.000678318633067942	0	0	0.00455600989703797	0.00276823790649449	0.0162423326092959	0.00228879592290766	0.00829593974965343	0.00225773405270473	0	0.0587593768020675	0	0.000572425893739762	0	0.0723688125107532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000316871416161088
CSMAIG7X	0.000179527445003144	0	1.649068386866e-05	0	0	0.103218930489047	0.00222879242802199	0.199882389122677	0	0	0	0.00827135301300945	0	0.000978050559756713	0.52348570895235	0	0.00224392305548911	0.00067458797516333	0.00869076040583403	0.000337293987581665	0.0106560419060578	0	0	0	0	0.00106645422585675	0	0	0.000351574579797824	0	0	0	0	0.000418897371674003	5.44022560615589e-05	0	0.0221272676177881	0	0.0029261613479111	0	0.00155301440350731	0.000555073018878093	0	0	0	0.00158327565844156	0	0	5.08321080075191e-05	0	0	0	0.00196358142972189	0	0.00852007332744089	0	0	0	0	0	0.000642286635626779	0	0.00186106717845589	0.00355280733492018	0	0.014312213527495	0	0	0	0.0205773133411843	0.000564423406638673	0	0.0430541154541679	0	0	0	0	0	0.00162424735753792	0	0.00244300131126438	0.00130208399742337	0	0	0	0.00803198308633859	0
ESM5GEXY	0	0	0.00184699031570196	0.000305443355339351	0.000577215789617672	0	0	0	0	0.00499441974631166	0	0	0	1.46308168896146e-05	0.0151569250311932	0	0	2.03428481410395e-05	0	0.635806198596103	2.06434813647987e-05	0	0	0	0	0.0135262904255233	0	0	0.00694823506752272	0	0	0	0	0	0	0	0	4.08861184312517e-05	1.4731027964201e-05	0	0	8.81857456360332e-06	0	0.000735248654240427	0	0	0.00152701635454758	5.8423056483872e-05	0.085719751512611	0	0	0	0.00300402738287655	0.00113589253043686	0.00130755410120336	0.000400744087271019	0.000904906003515204	0	0	0.000381804194174189	0.0525756400706809	0.000641150455203796	0	0	0.00161209555687144	0.142447036192332	0	0	0	0.00031356045238085	0	0	0.00147721145047814	0.000692959580764965	0.000394230367422903	0.00491765806317847	0.00426548438977017	4.35918174450846e-05	0.00109731126672109	0	0.000352141716096614	0.000306645888234388	0	0	0.0144061436603919	0	0
ESM5ME9U	0.0269824845567575	0.00192219136722183	0.008843847494641	0.00013122008065363	0.00536153874435383	0.017126353359427	0	0.0125067362011218	0	6.35787697284618e-05	0	0	0	0.0226728392917609	0.0442424955215562	0.00607959290087176	0	0.0134673240670831	0.0900359677084851	0.0742427372427574	0.00414866707007701	0	0	0	0	0	0	0.0945791075287623	0	0	0	0	0.00610457752923151	0	0.242470740054848	0	0	4.09301025568212e-05	0.00015610314548346	5.60630685145542e-05	0	1.31016953593795e-05	0.00342482379235377	0	0.00214593582363046	0.00086806349020633	0.0247951108129206	0.00182814353851807	0.109433687850991	0.000216431882254556	0	0.00413465130294837	0.000189720673886209	0.000309464075659142	0.00703398539150811	0.00970266870362482	0.0155134229408045	0	0.00329817407054643	0.000132946660662231	0.00441923231377768	0.00179310412069647	0	0.0116546181851125	0.000738265298971547	0.0797369179571837	0	0	0	0.0145893979456135	0	0	0.0104490590849898	0	0	0	0	0.000378324148943323	0.000184337806800572	0.0217813146261436	0	0	0	0	0	0	0
ESM5MEB7	0.000241573407711205	0.000792108944010583	0.000113558155941464	0	0.00190005879607602	0.0195012231985555	0	0	0	6.15592467526623e-05	0.000851569580078495	0	0	0.00798766203460539	0.00573037306419195	0.0017399814366226	0.0157400464935538	0.0016560370092326	0.0387869890334767	0.0041695896621505	0.000305114675666131	0.00421587568669748	0	0	0.00628697125358061	0	0	0.0180010663274068	0	0.000110060471466881	0.00068927702045784	0.551402962049074	4.85012247142188e-05	0.00159645978368221	0.0302627822004703	0.00616944905523462	0	0.00401802333491856	0	0	0	0	0.000409578851973679	0	0	0	0.00315269619590671	0	0.0133826071576848	0.00206444996638142	0	0.0141217844766467	0	0.00174954177418646	0.00151053333508995	0.00388814265142904	0.00262279699800737	0.000271420315227647	0.000821839262044539	0.000488509931616771	0.000119853987995714	0.00267083186479164	5.82947412430514e-07	0.00195870330576653	0.000557297726283572	0.177601924565905	0	0	0	0.0209580087822194	0	0	0	0	0	7.27518370713282e-05	8.4993732732369e-05	0	0	0.0239332557857822	0.0008230051568694	0.000343356025921573	0.000478133467675508	0	0.00353452675104869	0	0
ESM5MEBE	0	0	0.00121780747125036	0.000942071729073333	0.000236127293024526	0	0	0	0	0.0616996046467414	0	0	0	3.69678858756676e-05	0.0391091795729275	0	4.47880155801358e-05	4.63114174706166e-05	2.67103131464302e-05	0.483573462095323	0.000417208997739678	0	0	0	0	0.0322589490720654	0	0	0.0417222200556062	0	0	0	0	0	0	0	0	0.000281524669360854	0.000536846826205437	0	0	0.00199271123287493	0	0.0051388408170959	0.00130789130304079	0.000639016312993684	0.00471086644599682	0	0.0838535242988695	0	0	0	0.00248710592639897	0.00146236425473555	0.000878799770555363	0.000358101004389022	0.000983000459864251	0	0	0.000584884765818599	0.00456329958287225	0.000763833707887078	5.17956642763475e-05	5.05769427639629e-05	0	0.173589614217768	0	0	0	0.00081288724876056	0	0	0.0138972845259742	0.000614134082115831	0.00165959401948979	0.00280732500377804	0.0109707279342345	0.000155285432703011	0.00251747240408255	0	0.00282469178532952	0.00730247774208278	0	0	0.0108721130518574	0	0
ESM5MEBG	0	0	0.000782731851375722	8.51557754600491e-06	3.81698240591514e-05	0	0	0	0	0.0922602717150483	0	0	0	1.61295057047858e-05	0.0251282671390775	0	0	7.61392815878086e-05	0	0.543544305598231	0.000341023834901185	0	0	0	0	0.0242891321093677	0	0	0.031589887380986	0	0	0	0	0	0	0	0	0.000167306052962685	0.000360960304685361	0	0	0.00025606842597163	0	0.000735044617118094	0.00172836169204325	0.000255567509645394	0.00140256571345963	0	0.0286094352398843	0	0	0	6.74233375113094e-05	0.000314675636141193	0.00108849117690992	0.000493102031546308	0.00107827248385472	0	0.000113908372585972	0.000252862561483722	0.0271245188823916	0.000647584626557361	0	5.40989632334429e-06	0.000162397072965576	0.173452296285595	0	0	0	0.000872596240302385	0	0	0.0073137790961005	0.000900347004775836	0.00082100185870012	0.0115933076376616	0.00618942231023211	0.000135347591348854	0.00237885163329278	0	0.00997394533820718	0.00125659869599458	0.000963161912085778	0	0.00121081494377665	0	0
