feature	ANAEROFRUCAT.PWY..homolactic.fermentation	ANAGLYCOLYSIS.PWY..glycolysis.III..from.glucose.	ARO.PWY..chorismate.biosynthesis.I	COA.PWY.1..coenzyme.A.biosynthesis.II..mammalian.	COA.PWY..coenzyme.A.biosynthesis.I	COMPLETE.ARO.PWY..superpathway.of.aromatic.amino.acid.biosynthesis	DENOVOPURINE2.PWY..superpathway.of.purine.nucleotides.de.novo.biosynthesis.II	DTDPRHAMSYN.PWY..dTDP.L.rhamnose.biosynthesis.I	HISTSYN.PWY..L.histidine.biosynthesis	PANTO.PWY..phosphopantothenate.biosynthesis.I	PANTOSYN.PWY..pantothenate.and.coenzyme.A.biosynthesis.I	PEPTIDOGLYCANSYN.PWY..peptidoglycan.biosynthesis.I..meso.diaminopimelate.containing.	PHOSLIPSYN.PWY..superpathway.of.phospholipid.biosynthesis.I..bacteria.	PWY.1042..glycolysis.IV..plant.cytosol.	PWY.2942..L.lysine.biosynthesis.III	PWY.3001..superpathway.of.L.isoleucine.biosynthesis.I	PWY.3841..folate.transformations.II	PWY.4242..pantothenate.and.coenzyme.A.biosynthesis.III	PWY.5097..L.lysine.biosynthesis.VI	PWY.5154..L.arginine.biosynthesis.III..via.N.acetyl.L.citrulline.	PWY.5667..CDP.diacylglycerol.biosynthesis.I	PWY.5686..UMP.biosynthesis
HSMA33MC	114.704	356.651	371.475	447.131	363.781	362.19	315.07	518.337	370.126	440.756	399.346	451.987	136.034	656.744	431.059	405.162	471.654	371.56	403.634	160.213	380.706	462.677
HSMA33ME	181.006	359.294	287.097	367.382	302.811	287.949	241.841	412.994	329.265	351.453	317.729	401.788	56.7702	493.865	365.283	359.241	381.27	312.24	313.785	146.438	385.212	426.315
HSMA33MG	115.936	269.848	331.126	351.729	310.955	315.476	232.724	525.725	240.157	343.583	315.84	357.266	0	457.401	308.69	264.181	309.839	313.418	293.795	231.203	304.621	368.413
HSMA33MS	157.671	292.853	320.919	407.208	259.79	332.953	238.226	806.761	465.266	391.262	318.487	606.339	332.653	719.913	543.255	353.91	474.502	252.533	527.273	255.495	359.898	611.44
HSMA33MV	161.504	371.896	425.642	457.75	408.886	393.408	295.998	1079.38	464.787	458.097	428.42	476.63	205.606	406.754	438.345	367.361	487.23	415.671	446.609	312.295	486.797	541.968
HSMA33MZ	126.61	188.179	166.088	306.253	169.918	184.655	98.7987	1903.56	655.733	314.934	211.56	985.477	239.718	1001.62	774.543	290.928	319.266	154.869	762.84	234.967	202.355	940.686
HSMA33NA	159.06	449.501	376.398	467.164	411.986	381.889	321.06	982.686	501.151	449.184	431.188	481.238	136.127	481.872	501.915	428.168	500.664	415.103	477.186	200.511	474.038	525.772
HSMA33NC	235.493	385.418	335.386	422.395	314.907	327.076	322.859	798.18	404.293	371.402	337.373	441.922	184.739	524.116	430.229	382.969	437.538	326.042	434.8	185.702	435.759	468.622
HSMA33NG_P	134.019	355.964	206.795	373.682	325.095	216.999	230.389	765.203	379.82	361.463	343.846	376.688	53.0799	464.731	408.135	348.791	401.531	316.308	363.628	112.157	367.601	394.333
HSMA33NO	235.054	544.92	644.41	644.544	572.784	621.186	89.2959	769.602	275.836	735.478	615.239	685.508	111.91	583.042	704.32	233.8	723.19	392.537	694.571	75.369	272.767	776.806
HSMA33NQ	211.14	421.443	477.195	529.539	480.235	474.269	91.5106	612.361	185.509	620.452	529.427	585.771	142.87	466.035	662.419	226.144	657.047	202.226	642.034	87.8344	218.954	656.879
HSMA33NW	211.34	385.341	384.762	531.492	465.886	391.118	332.497	788.032	296.086	488.242	472.112	529.944	176.704	556.389	521.69	346.062	504.48	471.807	497.212	136.99	400.757	529.245
HSMA33NY	242.998	340.066	384.248	420.974	329.129	376.234	296.666	539.289	372.082	357.781	346.838	443.411	295.844	587.199	420.587	400.47	469.137	332.753	417.012	269.738	367.829	494.874
HSMA33O1	191.153	399.933	358.934	471.028	374.184	362.888	319.158	607.453	418.677	452.406	413.918	449.434	175.48	613.99	474.754	362.378	473.53	384.707	439.197	164.195	449.894	479.905
HSMA33O3	140.423	394.215	325.228	400.894	363.749	328.309	272.96	592.507	409.385	405.798	377.115	430.16	183.97	617.908	420.909	308.952	449.271	363.219	416.552	116.946	358.017	444.125
HSMA33OD	171.137	404.588	404.082	565.046	438.986	403.164	324.796	1136.28	527.022	499.294	458.782	591.528	228.299	642.725	618.647	447.856	535.771	440.181	530.275	214.134	506.595	609.465
HSMA33OJ	239.406	384.57	339.985	423.343	299.172	348.12	289.192	1175.99	420.834	409.006	349.38	548.634	238.464	676.288	535.356	378.209	449.682	284.774	524.033	241.687	364.678	573.044
HSMA33OL	166.773	453.453	328.629	466.603	342.868	350.706	247.486	2088.67	686.101	464.397	410.555	899.071	186.892	1027.71	792.588	444.324	556.722	315.124	774.568	124.973	399.105	876.247
HSMA33OR	88.6093	323.307	391.543	428.505	345.298	384.526	247.387	400.177	364.861	392.321	353.74	427.088	215.459	550.441	385.107	352.769	389.194	338.36	385.523	203.762	374.622	429.655
HSMA33OT	90.9462	213.755	258.478	331.533	223.533	261.492	196.029	398.109	339.192	349.855	271.692	340.688	159.804	479.199	362.914	295.576	410.64	232.468	317.27	162.709	376.836	353.183
HSMA33OV	201.63	421.771	468.948	533.531	460.127	456.44	377.798	618.067	414.598	443.586	450.327	516.762	252.817	692.324	445.185	463.087	510.002	464.09	445.349	271.087	513.767	527.343
HSMA33OX	229.206	455.638	497.877	525.568	431.705	481.6	354.897	577.199	389.495	460.498	444.987	494.329	153.241	703.922	406.821	397.806	484.488	445.303	425.742	310.768	505.925	587.886
HSMA33OZ	194.981	501.057	481.074	575.142	493.434	486.752	418.602	613.337	480.519	569.583	521.5	659.563	164.658	853.603	554.421	474.619	589.517	493.424	523.45	250.985	545.714	610.929
HSMA33P2_P	111.154	249.517	362.725	444.648	397.922	353.14	266.467	622.041	264.195	320.955	346.098	412.418	162.909	369.486	389.919	245.128	406.261	413.756	390.181	180.874	310.239	461.739
HSMA33P6	203.518	340.777	358.915	498.901	437.692	366.678	319.963	765.199	334.562	445.277	433.743	469.249	239.818	435.932	485.586	367.003	516.872	452.896	459.34	174.495	422.925	497.786
HSMA33PL	256.952	338.852	446.839	411.934	357.756	413.271	55.1375	420.075	299.095	263.201	289.392	427.802	177.675	546.839	332.724	220.647	368.612	378.798	392.148	90.606	407.479	462.531
HSMA33PN	351.718	387.45	518.909	515.026	431.737	479.612	77.8185	463.866	367.883	311.647	350.562	507.344	94.251	592.023	337.118	228.915	397.336	448.86	430.007	47.0999	443.689	519.117
HSMA33PX	203.447	451.147	295.063	450.845	367.61	304.795	308.077	1041.58	459.324	434.855	401.44	449.718	181.1	592.142	466.652	435.293	483.047	366.701	450.388	127.473	458.391	497.561
HSMA33PZ	97.5008	406.59	237.227	419.82	343.101	247.816	199.187	594.35	403.002	395.38	371.371	417.395	55.5937	555.667	433.195	361.906	434.182	342.632	393.661	112.614	427.791	440.561
HSMA33Q6	149.92	364.49	265.445	389.121	312.664	273.852	232.828	616.422	399.698	363.174	342.096	392.204	158.21	480.007	386.056	351.639	418.447	314.944	372.692	130.489	397.535	418.919
HSMA33QM	202.946	351.208	453.122	483.731	411.854	425.009	334.076	512.13	395.649	374.657	381.749	457.896	200.985	582.15	407.446	376.899	531.604	416.019	415.897	278.612	397.103	533.108
HSMA33QO	82.8574	221.661	226.762	340.226	228.917	246.103	208.158	979.032	558.506	344.171	277.357	733.171	197.652	828.973	668.45	331.747	381.197	210.125	631.949	161.545	292.08	737.36
HSMA33QY	172.151	397.922	358.952	422.548	386.18	351.546	315.327	820.123	416.724	406.96	396.493	428.057	206.787	487.576	407.081	404.313	434.969	393.278	401.307	187.144	451.527	481.169
HSMA33R1	166.539	491.16	339.716	550.831	510.199	342.572	373.847	968.626	497.349	519.26	513.328	582.052	87.6649	622.424	572.532	499.907	593.447	504.831	520.986	172.36	549.133	606.803
HSMA33R5	240.28	465.032	374.735	475.859	431.813	361.133	301.806	719.335	410.463	434.284	431.971	466.571	224.429	566.217	430.103	395.974	477.392	434.246	433.511	205.799	463.674	541.809
HSMA33R7	249.961	496.206	385.82	526.68	455.263	394.635	351.292	785.518	471.833	526.89	487.19	564.7	246.339	692.804	555.174	488.053	561.63	452.014	521.272	174.782	512.852	592.969
HSMA33R9	275.439	558.171	491.725	518.156	470.292	480.313	333.319	772.032	433.481	477.566	476.288	532.3	228.037	661.827	445.421	453.462	530.889	483.404	483.4	304.657	492.749	634.4
HSMA33RD	146.817	291.429	401.358	459.136	335.404	412.482	104.581	1381.97	504.229	439.738	372.223	676.24	400.985	864.235	502.111	351.464	443.101	321.933	530.335	399.541	418.594	746.402
HSMA33RF	121.628	379.431	390.602	456.937	307.406	394.387	206.367	959.306	440.191	402.153	340.829	559.279	351.981	722.284	495.695	427.459	444.754	303.56	509.71	310.086	394.026	638.435
HSMA33RR	64.0678	279.03	514.777	615.845	537.546	501.038	359.168	821.62	189.994	428.574	461.179	599.628	0	497.849	515.548	188.217	508.828	535.759	516.15	152.965	323.202	511.811
HSMA33RT	159.015	367.677	360.014	573.445	490.827	374.051	256.858	870.149	359.553	525.044	496.384	521.81	179.67	395.334	566.093	351.18	526.347	496.636	522.608	153.586	417.149	528.886
HSMA33RX_TR	147.684	355.828	357.204	530.901	486.889	370.47	271.69	839.331	446.238	483.777	488.206	585.903	159.092	379.964	545.148	384.167	549.719	487.299	517.106	198.417	475.487	547.28
HSMA33RX	157.642	335.084	324.068	508.36	450.224	336.146	286.447	885.885	408.91	471.504	459.29	497.573	149.911	390.195	536.875	373.181	527.718	462.053	492.581	176.588	475.383	516.708
HSMA33S4	199.325	474.865	369.037	497.803	457.464	365.134	348.606	903.572	458.241	448.616	453.447	520.897	220.4	545.969	508.351	427.117	505.563	453.303	477.322	193.315	513.971	531.286
HSMA33SE	267.329	359.911	463.977	470.863	387.078	435.111	310.078	488.992	410.583	353.804	364.627	465.459	292.713	590.278	412.902	415.383	419.59	398.611	444.858	251.284	379.046	554.938
HSMA33SG	251.922	317.323	360.747	353.108	286.931	333.36	210.639	438.898	332.032	290.95	279.055	346.919	250.787	477.861	326.314	318.838	354.457	294.614	330.201	215.522	363.983	400.682
HSMA33SI	233.879	256.994	300.459	277.605	228.813	280.289	172.096	316.533	214.987	174.007	187.258	280.147	193.68	382.499	233.886	258.359	317.814	231.235	257.07	128.611	267.392	320.132
HSMA33SK	207.201	432.342	532.521	487.755	411.647	496.044	316.307	503.386	390.508	302.853	336.88	520.89	194.607	685.428	381.772	397.188	464.631	435.128	442.886	211.623	403.817	621.371
MSM5FZ9N_P	225.594	296.908	367.274	273.122	223.175	346.546	225.92	348.465	229.902	147.14	159.511	307.332	179.317	498.94	288.325	264.872	280.937	237.659	335.14	182.22	327.251	367.397
MSM5FZ9X_P	260.774	401.651	469.751	422.475	383.379	461.444	121.015	555.715	324.634	363.977	359.259	479.55	116.973	582.428	356.036	295.302	460.096	378.945	429.85	158.826	452.632	549.732
MSM5FZA2_P	252.424	358.298	404.595	350.034	314.375	396.45	61.518	435.552	298.449	255.462	274.801	403.854	84.9875	540.402	311.938	243.612	398.535	321.175	358.291	177.943	398.387	513.218
MSM5LLD6_P	149.459	251.167	270.094	311.889	263.27	267.405	179.988	399.132	292.324	280.749	256.571	298.958	67.6459	323.161	283.263	296.199	297.143	278.111	207.202	183.549	292.979	327.803
MSM5LLDA	249.111	436.748	480.652	569.366	461.689	466.525	285.327	705.444	521.229	446.224	434.407	508.35	78.2394	546.762	458.406	507.934	519.334	485.174	391.388	341.981	493.191	606.57
MSM5LLDC	253.037	440.218	518.395	554.425	466.468	502.405	276.973	700.966	554.892	408.015	419.376	507.542	88.6963	569.313	443.579	487.365	496.878	499.493	402.861	356.385	505.109	625.923
MSM5LLDE	246.749	375.689	412.709	503.287	429.146	396.758	238.04	623.977	457.675	292.988	332.84	421.71	54.0431	574.122	378.305	371.637	415.279	460.829	356.985	264.996	387.469	541.293
MSM5LLDI	134.496	393.573	366.676	511.683	415.802	371.167	302.948	807.604	503.386	505.405	450.056	481.842	142.682	321.676	508.677	468.453	485.827	424.494	356.477	121.733	511.869	499.182
MSM5LLDK	166.258	376.508	366.504	437.343	357.697	350.089	269.517	652.906	397.511	379.819	365.93	397.166	220.696	425.173	405.529	437.515	429.115	376.16	302.907	222.76	441.478	448.162
MSM5LLDM	124.145	427.928	422.924	529.19	442.55	419.537	322.1	765.795	489.633	464.065	455.028	484.841	154.64	411.719	498.465	490.343	514.971	459.482	376.608	198.563	514.359	557.266
MSM5LLDQ	264.712	428.354	476.631	578.044	473.91	469.788	296.447	815.47	539.277	500.115	485.005	530.878	162.869	412.416	516.698	537.466	540.59	496.107	383.556	262.376	556.838	607.295
MSM5LLDS	49.0539	408.933	371.647	587.336	459.716	377.399	263.833	841.108	535.173	534.331	489.083	513.682	229.632	360.849	548.334	532.637	559.419	476.98	301.391	101.386	542.066	560.879
MSM5LLE3_P	114.398	149.154	354.352	324.586	266.641	345.942	168.833	399.342	261.646	244.229	241.563	358.607	138.006	467.874	293.711	180.009	317.253	281.501	369.035	104.771	346.078	425.697
MSM5LLE9_P	11.59	66.9415	341.738	326.885	303.229	340.382	69.482	494.282	244.234	221.46	252.143	342.125	130.107	475.396	256.675	229.699	301.117	313.3	310.687	60.7717	320.5	389.849
MSM5LLEP	289.761	494.435	472.142	526.809	439.099	451.358	382.468	745.78	422.106	411.17	412.793	520.785	198.573	660.772	478.341	370.859	470.908	436.264	467.902	229.574	522.728	535.689
MSM5LLER	148.267	434.215	409.633	516.618	438.566	403.172	346.448	715.668	434.274	477.303	456.781	529.275	184.342	733.111	529.367	345.066	487.226	434.057	512.864	145.727	504.044	547.438
MSM5LLF2_P	188.147	200.001	248.936	316.253	300.07	238.702	226.663	198.864	245.074	202.838	214.546	325.81	193.042	364.287	249.094	257.015	307.759	289.904	277.863	87.7594	257.628	366.937
MSM5LLF4	268.493	302.781	359.223	367.041	329.971	341.295	222.127	261.995	281.966	267.594	277.081	405.062	276.015	483.128	263.901	340.127	360.169	342.106	328.978	215.043	335.698	424.488
MSM5LLF6	230.689	249.489	538.632	466.106	425.452	527.773	217.137	659.939	378.585	388.599	393.545	492.216	272.524	671.309	363.13	400.383	405.42	435.327	428.569	122.293	480.073	587.355
MSM5LLF8	146.219	136.266	726.823	584.791	549.224	729.174	205.558	1084.87	492.54	517.171	526.263	636.43	188.444	875.775	350.985	435.507	601.46	556.768	605.886	34.9168	612.075	750.04
MSM5LLFG_P	240.173	336.503	316.373	383.619	320.274	307.627	204.736	535.371	355.794	334.466	323.713	352.433	234.466	420.007	316.707	299.336	379.255	329.653	318.785	187.847	369.874	404.896
MSM5LLFK_P	0	44.8738	24.9523	46.4238	33.4978	26.6368	25.45	43.6084	41.3548	43.4687	39.2349	47.3483	15.5164	68.7176	50.6367	40.7713	49.0433	33.4239	45.6858	0	40.5803	49.2539
MSM5LLFM_P	42.2583	119.292	53.1524	109.593	99.0549	57.5375	63.7141	144.022	121.132	127.384	108.206	129.867	52.8895	162.494	130.349	110.486	140.205	100.458	123.065	39.9477	114.722	125.838
MSM5LLFO_P	136.074	248.737	234.034	281.46	273.978	246.362	205.857	350.018	290.262	277.059	271.532	333.083	138.016	472.341	320.432	196.803	357.689	264.571	297.464	98.225	293.666	334.966
MSM5LLFU_P	112.991	165.325	118.198	167.229	149.023	124.699	117.64	241.741	170.16	162.578	156.924	188.218	98.0061	260.721	174.509	145.195	201.142	146.589	169.546	72.2523	179.148	179.706
MSM5LLGD_P	313.414	372.526	482.368	546.177	501.299	468.246	359.614	652.327	521.311	465.529	470.489	518.883	295.767	677.685	458.36	415.291	507.86	518.641	472.29	387.399	503.078	614.792
MSM5LLGF_P	268.019	347.215	507.821	541.936	492.644	487.399	361.752	670.734	508.852	465.233	466.867	521.979	217.637	714.338	455.711	413.256	509.36	515.145	477.176	393.763	516.054	634.831
MSM5LLGH_P	266.441	394.901	474.73	511.789	460.108	474.439	418.175	700.181	476.676	414.928	421.527	506.844	203.57	767.795	466.04	356	468.243	472.694	479.296	329.731	511.736	567.259
MSM5LLGJ_P	264.062	445.933	525.787	505.209	452.178	489.236	353.284	697.006	413.472	411.344	415.452	489.319	206.697	694.597	394.173	414.132	436.556	473.891	426.67	327.278	476.137	604.445
MSM5LLGL	300.239	473.688	507.234	560.34	489.291	498.553	441.733	677.447	514.687	483.91	483.244	550.99	287.671	798.786	490.652	418.465	528.443	496.839	495.671	341.288	552.289	604.215
MSM5LLGN_P	204.435	390.912	256.431	427.385	398.676	267.627	241.168	689.618	425.193	396.054	398.262	442.766	135.716	444.713	430.778	341.787	499.601	390.832	408.495	137.601	447.113	451.686
MSM5LLGR_P	261.841	389.672	322.291	427.836	398.073	321.438	246.083	635.492	390.294	381.069	388.393	451.236	230.327	480.913	399.566	377.063	475.752	399.817	385.374	217.405	444.64	462.47
MSM5LLH2_P	206.937	368.681	351.605	414.706	312.783	334.112	301.608	721.071	330.065	307.808	307.583	628.305	317.302	633.295	446.924	276.956	349.088	310.02	449.344	316.731	302.998	559.768
MSM5LLH4_P	94.9854	132.154	283.097	319.128	319.128	295.047	225.651	923.807	463.878	313.471	333.452	829.996	170.246	788.984	641.608	237.886	457.874	273.165	635.088	193.219	187.973	814.565
MSM5LLH8_P	57.3107	120.388	221.267	295.178	280.853	235.761	187.457	942.502	451.889	300.166	304.481	852.063	116.837	793.044	659.721	173.735	455.742	243.595	646.923	107.383	132.101	803.142
MSM5LLHA_P	114.341	151.396	246.805	276.804	265.777	259.955	218.727	777.057	418.045	276.271	279.246	726.188	170.541	675.553	576.873	256.279	390.711	227.33	575.217	180.948	188.258	715.239
MSM5LLHC	128.881	288.082	341.979	469.211	298.176	350.3	280.447	1038.44	452.659	446.977	337.137	721.86	293.112	819.015	597.933	287.802	455.46	286.515	605.663	294.545	275.214	738.719
MSM5LLHG_P	110.156	262.841	320.158	383.747	330.013	305.36	317.097	567.713	310.691	367.518	342.724	409.459	94.1047	564.876	377.893	337.742	382.908	335.427	353.628	201.808	379.05	454.304
MSM5LLHI_P	146.276	330.33	312	370.162	334.622	299.181	296.616	653.513	353.594	372.54	345.678	406.236	136.197	524.664	382.915	326.53	389.59	332.759	344.965	159.352	363.869	436.906
MSM5LLHO_P	169.43	279.597	316.184	396.575	337.509	302.222	319.057	615.452	306.984	386.619	348.018	414.907	133.695	577.878	388.606	338.915	402.18	336.582	362.404	217.068	403.804	472.197
MSM5LLHQ_P	144.599	301.718	374.425	460.652	378.44	370.678	201.023	527.602	417.568	425.303	392.983	418.615	99.1983	276.608	419.925	428.575	433.026	401.573	250.661	204.563	442.196	471.313
MSM5LLHR_P	219.583	395.732	366.329	417.87	370.12	364.36	333.155	644.519	355.158	359.222	361.793	430.116	196.455	574.126	397.053	328.395	411.962	364.214	389.891	202.596	410.958	472.714
MSM5LLHV_P	129.992	183.368	230.534	243.197	208.8	216.22	119.838	359.841	246.094	214.766	211.389	253.06	98.7696	175.055	246.245	210.772	259.734	209.308	226.702	174.786	228.637	277.343
MSM5LLHX_P	206.277	345.686	412.923	446.707	381.124	401.07	213.064	567.363	428.928	337.708	343.191	407.837	112.996	432.363	345.039	392.55	401.842	412.916	331.587	308.012	385.425	508.937
MSM5LLI2_P	137.252	358.401	409.999	493.247	421.007	405.232	250.77	668.853	462.417	474.837	432.083	474.749	146.253	337.122	455.039	474.47	500.823	443.212	277.429	186.979	486.903	505.591
MSM5LLI4_P	159.436	301.016	410.696	425.413	361.281	387.159	163.629	491.208	408.074	358.775	319.266	407.317	59.1208	365.863	303.413	394.711	372.477	372.058	288.979	308.719	385.364	498.195
MSM5LLI6_P	156.482	346.427	349.753	433.131	372.852	346.473	261.679	611.101	399.579	406.366	376.105	431.144	131.596	328.157	432.512	428.119	446.183	387.699	285.466	146.943	427.48	463.26
MSM5LLI8_P	102.094	363.534	413.239	547.953	463.878	415.709	253.189	721.397	542.858	523.329	476.739	511.873	198.023	302	528.273	531.544	561.392	486.691	306.825	165.557	540.035	552.064
MSM5LLIC_P	217.491	392.91	352.253	392.304	323.357	331.871	236.347	394.593	245.381	320.092	316.87	398.898	142.65	526.291	271.346	245.674	371.33	333.271	315.766	157.571	402.57	437.314
MSM5LLIE_P	205.614	364.061	373.222	406.274	374.465	359.553	299.735	631.495	366.341	355.005	360.506	445.782	186.787	518.781	385.639	298.414	381.42	366.466	381.843	160.912	419.601	448.239
MSM5LLIG_P	150.167	306.337	352.52	401.799	352.605	336.84	280.488	549.559	340.289	316.371	333.405	386.067	124.583	502.489	357.229	291.243	363.139	346.195	371.836	164.371	386.847	420.218
MSM5LLIK_P	222.616	420.199	275.463	396.112	348.189	281.397	255.611	656.845	349.893	372.169	351.751	431.474	175.46	580.172	416.007	319.11	407.826	339.17	396.613	138.992	398.942	403.997
MSM5LLIM_P	162.879	414.243	358.162	413.326	370.043	353.258	323.916	580.244	340.672	382.591	368.709	439.249	221.932	593.808	422.818	328.325	413.533	366.753	411.816	182.923	433.307	449.349
MSM5LLIQ_P	0	0	0	0	0	0	0	0	0	2.87425	0	3.33245	0	0	0	0	0	0	0	0	0	2.88915
MSM5LLIS_P	88.2942	135.476	283.191	315.154	315.154	295.58	195.62	920.977	466.898	252.693	300.772	983.638	186.556	861.8	710.681	197.887	415.425	237.276	678.989	172.811	198.939	879.672
MSM5ZOJY_P	117.347	219.095	443.603	407.849	351.679	432.49	99.7065	474.028	309.572	286.029	301.049	428.878	123.494	534.46	284.879	300.497	405.268	369.818	392.93	89.6339	420.649	518.413
MSM633FF_P	0	95.6098	357.898	344.139	253.761	354.627	0	367.875	301.954	170.827	192.473	352.048	0	421.101	195.769	206.928	330.492	259.827	296.397	91.379	311.01	375.501
MSM6J2HD	250.801	489.264	200.183	490.885	406.425	218.346	151.083	720.429	538.269	477.325	438.731	516.516	129.626	727.532	541.704	411.271	545.901	397.376	488.689	124.603	484.081	518.289
MSM6J2HF	288.098	459.893	318.905	487.637	420.677	338.417	262.311	661.276	462.777	484.091	448.779	565	181.742	793.494	518.224	400.648	548.508	411.947	483.537	170.56	476.844	526.778
MSM6J2HH	230.591	344.095	320.998	374.792	316.31	318.922	281.52	480.218	336.995	327.998	315.065	372.815	221.489	574.017	337.44	290.947	353.143	319.228	284.151	222.029	363.927	361.666
MSM6J2HJ	217.04	396.196	284.371	394.611	325.548	293.857	266.565	664.072	370.3	342.595	340.635	406.003	246.822	540.316	384.586	349.811	410.562	320.411	359.119	189.002	404.729	408.423
MSM6J2HL	253.445	468.023	251.123	438.614	377.089	268.687	287.411	661.194	475.586	434.267	408.849	478.785	209.3	624.646	479.576	412.631	511.173	376.572	448.881	161.115	483.838	492.256
MSM6J2HN	223.502	381.326	391.638	479.7	407.61	397.797	317.146	587.355	474.975	432.724	417.068	477.393	212.197	597.905	445.009	410.317	467.35	410.64	436.14	199.37	441.88	497.094
MSM6J2HP	213.329	298.495	328.621	375.828	326.322	311.456	218.101	505.876	365.165	303.05	312.057	355.953	207.353	400.688	306.507	289.754	339.226	337.782	317.098	218.619	340.355	410.711
MSM6J2HR	217.689	346.414	387.31	515.556	457.806	392.135	324.395	702.083	505.608	477.903	469.391	535.881	223.429	583.792	481.738	455.699	518.739	462.28	463.456	201.757	506.15	550.082
MSM6J2HT	186.608	381.044	247.786	549.841	478.018	263.85	289.262	771.185	524.398	513.267	498.441	539.29	37.3078	597.646	530.781	462.742	554.881	478.664	501.353	99.2832	543.973	546.254
MSM6J2IE	264.897	400.509	324.042	426.793	367.082	332.42	278.603	702.055	449.379	395.87	378.266	439.014	239.541	487.731	440.395	374.223	467.649	371.051	425.317	182.547	464.429	462.848
MSM6J2IG	260.612	419.581	312.765	368.924	318.377	314.536	283.478	650.263	338.557	327.171	324.867	373.616	209.816	494.884	358.85	339.965	406.482	318.098	363.153	188.861	382.939	417.327
MSM6J2II	219.365	288.198	335.5	372.122	286.916	310.074	179.408	425.258	312.426	251.119	261.674	334.574	134.528	459.743	320.943	231.993	464.371	300.125	336.841	149.797	319.348	403.378
MSM6J2IK	286.913	415.916	424.475	462.055	380.637	405.574	288.701	637.018	420.335	376.485	372.491	439.024	227.57	597.534	401.602	382.624	475.91	393.842	422.302	268.252	422.141	524.396
MSM6J2IM	268.093	394.208	350.453	386.379	304.38	343.859	280.949	611.553	365.095	326.943	313.143	383.276	225.275	506.699	358.59	351.813	427.519	307.139	369.955	233.294	384.863	427.701
MSM6J2IO	293.2	433.411	339.421	409.838	365.312	347.664	311.103	685.415	398.693	385.155	373.695	432.752	259.628	559.405	411.925	389.878	518.195	367.775	402.629	189.335	449.759	483.608
MSM6J2IQ	311.404	456.827	544.182	586.581	521.746	519.071	431.109	748.949	556.965	463.578	478.647	543.731	294.697	776.757	478.177	444.586	522.442	537.705	481.148	413.91	561.48	652.774
MSM6J2IY	368.833	548.101	498.691	537.362	471.731	490.346	445.199	673.765	511.077	468.602	467.931	543.104	283.156	783.396	454.055	411.498	535.053	477.824	473.408	362.309	529.726	609.49
MSM6J2J1	342.166	519.819	499.848	520.99	452.707	481.476	414.427	728.323	471.748	438.759	445.289	516.707	267.995	780.869	462.097	416.186	479.878	455.796	463.589	341.179	509.75	597.575
MSM6J2J3	284.043	428.591	437.064	455.524	403.349	392.386	301.684	541.787	366.382	333.512	353.811	455.653	111.604	631.585	380.76	294.148	411.372	422.943	435.432	243.695	460.549	583.44
MSM6J2J5	194.926	375.699	354.386	407.612	345.841	341.432	353.768	568.231	329.338	373.779	363.339	423.457	145.361	596.602	410.427	357.812	385.951	346.372	401.614	237.401	430.508	478.514
MSM6J2JB	215.485	445.673	328.374	405.958	339.915	327.488	312.144	636.332	412.07	398.68	367.862	417.585	216.926	611.831	425.947	359.412	414.049	335.346	380.266	201.306	434.172	499.871
MSM6J2JD	241.808	390.341	326.206	412.16	360.34	311.803	306.232	643.61	394.448	401.378	378.412	424.226	198.45	480.73	445.277	368.571	425.718	357.91	388.666	237.701	418.607	480.625
MSM6J2JF_P	208.016	346.842	322.387	366.118	333.883	322.679	273.641	497.853	345.938	348.472	338.71	376.579	178.379	366.515	379.126	331.077	371.57	301.064	341.375	166.847	309.195	393.982
MSM6J2JH_P	172.185	241.081	253.231	326.452	223.999	262.036	148.207	1025.29	372.252	305.841	248.713	489.954	255.458	561.307	404.071	271.409	333.742	212.111	413.794	269.675	255.84	526.843
MSM6J2JN	217.655	488.245	429.968	498.558	430.304	430.639	383.721	698.586	501.283	496.074	464.058	505.38	227.905	518.229	526.492	440.145	528.328	402.606	476.754	249.241	457.188	521.407
MSM6J2JP	232.97	461.88	521.674	626.864	566.339	522.155	325.521	763.735	430.412	646.745	600.747	627.625	145.411	406.746	692.628	426.978	634.34	360.299	642.552	243.203	329.568	669.365
MSM6J2JR	229.722	458.172	457.946	520.868	455.505	460.011	399.023	744.378	476.08	510.972	481.716	524.607	199.246	586.71	541.499	466.572	522.737	394.652	488.461	204.558	423.525	554.42
MSM6J2JT	335.938	480.101	426.117	509.315	449	425.785	285.416	817.561	532.914	483.257	468.982	514.084	218.866	391.592	551.842	421.852	558.454	424.17	524.175	315.866	466.38	563.257
MSM6J2JZ	193.321	341.417	306.648	401.199	253.388	324.751	262.611	1465.88	527.177	390.222	312.315	748.851	305.73	805.082	649.619	404.253	488.906	233.736	638.608	253.814	335.666	752.736
MSM6J2K2	180.082	285.528	359.112	427.666	281.793	377.875	214.195	1688.44	536.537	431.433	346.562	792.087	372.247	868.432	651.351	416.198	512.87	262.698	650.419	324.191	355.05	801.736
MSM6J2K4	214.592	389.761	345.317	421.063	304.395	357.48	310.774	1184.98	454.04	413.203	348.212	614.275	297.64	712.242	540.579	391.286	465.628	290.164	518.482	247.35	381.166	610.447
