feature	ANAEROFRUCAT.PWY..homolactic.fermentation	ANAGLYCOLYSIS.PWY..glycolysis.III..from.glucose.	ARO.PWY..chorismate.biosynthesis.I	COA.PWY.1..coenzyme.A.biosynthesis.II..mammalian.	COA.PWY..coenzyme.A.biosynthesis.I	COMPLETE.ARO.PWY..superpathway.of.aromatic.amino.acid.biosynthesis	DENOVOPURINE2.PWY..superpathway.of.purine.nucleotides.de.novo.biosynthesis.II	DTDPRHAMSYN.PWY..dTDP.L.rhamnose.biosynthesis.I	HISTSYN.PWY..L.histidine.biosynthesis	PANTO.PWY..phosphopantothenate.biosynthesis.I	PANTOSYN.PWY..pantothenate.and.coenzyme.A.biosynthesis.I	PEPTIDOGLYCANSYN.PWY..peptidoglycan.biosynthesis.I..meso.diaminopimelate.containing.	PHOSLIPSYN.PWY..superpathway.of.phospholipid.biosynthesis.I..bacteria.	PWY.1042..glycolysis.IV..plant.cytosol.	PWY.2942..L.lysine.biosynthesis.III	PWY.3001..superpathway.of.L.isoleucine.biosynthesis.I	PWY.3841..folate.transformations.II	PWY.4242..pantothenate.and.coenzyme.A.biosynthesis.III	PWY.5097..L.lysine.biosynthesis.VI	PWY.5154..L.arginine.biosynthesis.III..via.N.acetyl.L.citrulline.	PWY.5667..CDP.diacylglycerol.biosynthesis.I	PWY.5686..UMP.biosynthesis
CSM7KOR8_P	-5.36989191809333	-4.46164867988306	-4.62539205440852	-4.32572490608689	-4.48882201338874	-4.60473384445247	-4.778359905224	-3.71093505058707	-4.46368539877696	-4.46324386561454	-4.48157145748968	-4.2978976362448	-5.3848847016636	-3.98110231407815	-4.38351609933775	-4.47279847855419	-4.25195984847283	-4.47231509247336	-4.42245904522717	-5.66015257383271	-4.20561661832518	-4.13279594954012
CSM7KORC	-5.21684197525783	-4.34684721088788	-4.5341087148265	-4.44029616874581	-4.67399563321247	-4.48832504092236	-4.6284201218384	-4.1103817208676	-4.40457205172638	-4.39053263648477	-4.53457553640577	-4.18491884202486	-5.36780031970649	-3.66478513679942	-4.31466579307576	-4.63840926189431	-4.35350220012991	-4.63053480370827	-4.36713559726753	-5.30734553402336	-4.40740888610891	-4.1564873547589
CSM7KORG	-5.02351023962411	-4.43737075445099	-4.3226125474782	-4.40575440180464	-4.5948543861513	-4.33825195985353	-4.76955200189113	-4.34597794181728	-4.44237809524311	-4.43437230314899	-4.5149952087638	-4.35899842723309	-5.05452861725716	-3.71298896233061	-4.28454058808601	-4.60321934643765	-4.26160954453822	-4.57921508404091	-4.40081452690696	-5.14246467020214	-4.50287292435509	-4.26401326011846
CSM7KORI	-5.91580401279753	-4.28579939097163	-5.08261596974335	-4.27340599759461	-4.51823419546876	-4.9853958666174	-5.70248890043487	-3.63180295668074	-4.12744091153511	-4.20074702982432	-4.35576150888195	-4.14510097969582	-6.95693831258657	-3.76113321679136	-4.0610002248557	-4.44098115649639	-4.20456100557996	-4.51605077463446	-4.20233830608653	-6.89671077802394	-4.17103792633689	-4.18487454344074
CSM7KORK	-5.00992230206297	-4.40595330783869	-4.46603988128937	-4.38015555573091	-4.62502507079315	-4.45226653318822	-4.65317644688358	-4.04100863596894	-4.4655668202372	-4.49897560730772	-4.55284110024704	-4.30409931391521	-5.02719198286423	-3.81287752510933	-4.38082799918493	-4.54772408637803	-4.34959939117794	-4.62623972789899	-4.38569546769472	-5.2247884822553	-4.415228169832	-4.17019245379316
CSM7KORM	-5.37403431114599	-4.46945925410368	-4.43759723378108	-4.33790115003664	-4.52570110895642	-4.45561604516635	-4.64493587513769	-3.94635505998429	-4.3938004745304	-4.54317853741243	-4.56832258866425	-4.30712156952523	-5.39641647279996	-3.8732147116846	-4.36820634320003	-4.63666199811929	-4.3755588265166	-4.49110328901386	-4.3685891732516	-5.10493596591053	-4.33974326786533	-4.10541867607176
CSM7KORO	-6.21651156519373	-4.54996705761439	-4.28402025743699	-4.20703928494302	-4.47947585690268	-4.33142550274183	-4.69389615450589	-3.91450681996708	-4.55117151678145	-4.50205460258777	-4.52708377411761	-4.19878604919718	-5.37708380085699	-3.86238424177446	-4.37654606368543	-4.58121615813157	-4.52962226989631	-4.45631938370166	-4.50913934277924	-5.10033335981588	-4.25105870525076	-4.12895572440009
CSM7KORS	-5.70532358812687	-4.48646088300231	-4.54277472408545	-4.31304667380842	-4.53618519429095	-4.53026592601942	-4.79165495610905	-3.83210084706137	-4.43106306988365	-4.39996942826277	-4.49502348385884	-4.24391050635977	-5.61789077068507	-3.91968226044157	-4.15618130160696	-4.40463050487724	-4.31653466334691	-4.54150984011171	-4.2672729611882	-5.65053935778537	-4.32320311608933	-4.18963137331536
CSM7KORU	-5.80882666881125	-4.50082276907003	-4.50168142802172	-4.28571447779032	-4.50408617042128	-4.49596543550572	-4.68580699191821	-3.83007138503449	-4.43252034876173	-4.44740423034125	-4.48309071630838	-4.2368735163222	-5.24721466248572	-3.89390942187356	-4.25411171009354	-4.5628508440375	-4.40140155385607	-4.51350278031988	-4.29460945212212	-5.49568889362106	-4.37100747103122	-4.20386108037059
CSM7KOS7	-4.87347393427307	-4.4534817317051	-4.35600366369408	-4.02374273928237	-4.53118548814192	-4.52964686424579	-5.2183003943499	-3.8988132566039	-4.7447290087021	-4.52110974187446	-4.55139142053685	-3.93086449893472	-6.73131969358943	-3.92833307850308	-4.2529780693687	-5.19584974777193	-4.04918377097078	-4.69033177271344	-4.21330672852574	-6.23035254989959	-4.32625118756767	-3.84944991411347
CSM7KOSH	-4.84725481911889	-4.51748928693431	-4.51940113771626	-4.19658568523477	-4.5222948155264	-4.66602425216266	-4.63448423864847	-3.45937043556671	-4.88202949603618	-4.50277163206748	-4.52135074017282	-4.36134189840674	-5.39919918676555	-4.12016627692371	-4.65029705135923	-4.63357803270753	-4.22714958383354	-4.51359260658891	-4.5328839047827	-5.15134285887933	-4.28343377840543	-4.10819495754942
CSM7KOSJ	-5.23088510775349	-4.32800769474392	-4.41310785383669	-4.49735540780252	-4.53189316970099	-4.46649035116524	-4.57851252859412	-3.31943651730141	-4.76268380999002	-4.51029158245017	-4.5215418670464	-4.41195875053761	-5.09237465572653	-4.21330903343398	-4.37677113784567	-4.33322046109293	-4.60123804756658	-4.61688548546478	-4.50484686071529	-5.482103299153	-4.27067616665937	-4.33635950480593
CSM7KOSL	-5.4799509862134	-4.27130167273791	-4.86239534041473	-4.38111829325078	-4.54236583366562	-4.8562719772522	-4.75852761030654	-3.41107319366073	-4.76887455181017	-4.37733801946503	-4.45153267377721	-3.95290754874815	-6.38240980750385	-4.2745165041562	-4.3664229911381	-4.10382696763236	-4.36872128961731	-4.5746376135202	-4.40333032654745	-5.19791342714108	-4.17411033513106	-4.33900666076743
CSM7KOSP	-5.67090736362851	-4.36761178195388	-4.73341923683842	-4.38914962100938	-4.46997495504916	-4.7337107750469	-4.70051523091246	-3.25755827642908	-4.60643420106533	-4.38424975131844	-4.40940108133123	-4.21035720984545	-5.40667108910696	-4.48018051819936	-4.38029330518097	-4.2132826110121	-4.32056971150068	-4.53688389524959	-4.4098268585185	-5.73708597127207	-4.27009559947629	-4.32736328290454
CSM7KOST	-5.2784265887761	-4.40505296761473	-4.73622960376658	-4.31711416831034	-4.46990048574979	-4.76572027518923	-4.66560606966965	-3.29079483469867	-4.61471293941308	-4.39847831575312	-4.43545158083359	-4.35361806693493	-5.07563025169462	-4.37685550405332	-4.40286752447574	-4.3838594838315	-4.40568761410437	-4.5168197865367	-4.45130073175886	-5.53398532031797	-4.3394039729695	-4.26518833017492
CSM7KOSV	-5.55751130836079	-4.81459504712265	-4.72529712590222	-4.22334877267808	-4.4011714257346	-4.74873973184737	-5.01199581438866	-3.50387863589026	-4.41783362653701	-4.384654734127	-4.38872836310137	-4.18285909052962	-5.81183312967349	-4.23561346980568	-4.34352768291647	-4.67218979902763	-4.13904650452326	-4.3935503679334	-4.40221533073841	-5.21257392161309	-4.17043998407212	-4.12598043053804
CSM7KOSX	-5.74239447153873	-5.07453983623245	-4.58939727119277	-4.10385031935113	-4.35298235928221	-4.65890163048463	-4.83031069571958	-3.59556065498751	-4.63789951783617	-4.60124665536262	-4.50898977997082	-4.21527521555599	-5.2527209163972	-3.97755946591329	-4.43466960746075	-4.80335897078133	-4.16031674835602	-4.33634749147149	-4.49996007270171	-5.16244813725616	-4.12693210853997	-4.06165504282531
CSM7KOTA	-6.0249445173729	-4.7400014549707	-4.8390965103146	-4.4303213458105	-4.17919554804708	-4.78317414890636	-5.56921610297075	-3.40283833854166	-4.64799883330669	-5.11828819041964	-4.67912246875153	-3.67935716779888	-7.24212266818733	-3.95123522399856	-4.08612990124577	-5.29692048835187	-4.03215543226799	-5.01890830276227	-4.06731071791858	-7.2058600385958	-3.71047324152837	-3.59659980640158
CSM7KOTC	-4.90689408205921	-4.53475257701947	-4.31504100832364	-4.45209737721083	-4.39968446754816	-4.36381328401949	-4.81875598367537	-3.81304944096576	-4.58351635048003	-4.47202484564864	-4.42004846754314	-4.05529577606295	-5.79567124257759	-4.31912191209152	-4.25500703996178	-4.86917415368874	-4.35942127247407	-4.53780423642403	-4.24942979161832	-5.28453435477556	-4.49280259376781	-4.0037955304738
CSM7KOTK	-5.05536566121262	-4.52744325588122	-4.38243931228408	-4.3934294131006	-4.43913290759607	-4.4252180483595	-4.77067911299319	-3.61723002034732	-4.59747370466341	-4.3609231613679	-4.38833514859667	-4.09399760467647	-6.15085096971418	-4.36526294430568	-4.30670277037001	-4.89767880822279	-4.29085416122967	-4.45679033391228	-4.33315433357803	-5.51781266779873	-4.39094246331899	-4.02125786854418
CSM7KOTO	-5.55823598141301	-4.74373992712162	-4.49880390434477	-4.11169836345892	-4.34639935001504	-4.50357381274466	-5.29842009966162	-3.98589021824457	-4.35504724920931	-4.36407896593822	-4.33278241318651	-4.16913416649893	-5.71948140904516	-4.05432847229202	-4.18418020902924	-4.69668210355323	-4.33411163084395	-4.33030612640926	-4.22877767105367	-5.47886951113211	-4.28557927788956	-4.16077446947739
CSM7KOTQ	-5.63905723575604	-4.88552164187216	-4.30937905190665	-4.14028392156151	-4.38019937556444	-4.39452570660514	-5.24623698245316	-3.99859905633687	-4.2240928722042	-4.63540516845401	-4.5404619827082	-4.24935392533918	-6.16203658251588	-3.99860386824759	-4.36680869533732	-4.60168831628089	-4.37469328136113	-4.29647911223736	-4.31242026174321	-4.69580039231966	-4.3247069242923	-4.03283702208441
CSM7KOTS	-5.23467397931213	-4.62432522954206	-4.23494840810729	-4.13981453311967	-4.39642902195211	-4.36543525823216	-5.44054758328269	-4.00598243433458	-4.35404811411916	-4.75383434881305	-4.66334336829993	-4.2327373107422	-6.14275628910318	-3.99086476818856	-4.3637494226927	-4.52415010764084	-4.44100261203979	-4.33657422945403	-4.28846405040663	-4.92383769560455	-4.29665824488364	-3.97565543861503
CSM7KOTU	-5.35935648055049	-4.70228153053081	-4.32291373562188	-4.13866097757874	-4.43847327501555	-4.43896988711358	-5.00812000291971	-4.0486574275209	-4.31777315432629	-4.68910570235933	-4.60651027884954	-4.21933927225866	-5.93849032506666	-4.02778189118775	-4.38604743263708	-4.59391178258253	-4.33033380902212	-4.37302651752424	-4.32509233383077	-4.74621300164382	-4.31796756329132	-4.03471365711128
CSM7KOU7_P	-5.24711720817528	-4.66480486093235	-4.64958531150949	-4.3807192728474	-4.55539511682379	-4.67106954978062	-4.77783243754173	-3.61884385159159	-4.37549666410193	-4.49680148781739	-4.51707388284365	-4.28649532463329	-5.68542575846414	-4.01602298884608	-4.43017151531068	-4.45515884181485	-4.04932966192577	-4.54362696746242	-4.44519510971053	-5.17839255321802	-4.26911280013252	-4.12025170734998
CSM7KOU9	-5.02463561303917	-4.55563557610102	-4.63638941069039	-4.29062873633527	-4.45409344472371	-4.66630914792533	-4.90696513072743	-3.7897640240606	-4.42008320868264	-4.55689633760002	-4.51741239042057	-4.26625024576358	-5.25524838966525	-4.14815962455516	-4.51980092910661	-4.55267076665731	-4.09165430327791	-4.4333611744354	-4.49380493403143	-4.97288732619514	-4.28356109768509	-4.09079747054848
CSM7KOUB	-5.18978295465577	-4.70645037931274	-4.65079652870086	-4.14645495352336	-4.55323419518713	-4.68941927144944	-4.87282941873325	-3.45463331741199	-4.46815125280053	-4.58944921174496	-4.55627966845562	-4.30160310205885	-6.5086397914636	-4.15462657289305	-4.49285233475991	-4.5842848346359	-3.88100603101122	-4.54918059924797	-4.49698864093083	-5.01804122780732	-4.27412180501031	-4.04087764961534
CSM7KOUJ_P	-5.94858631955018	-4.41219584437227	-5.3489298329907	-4.29971513752094	-4.44719542870961	-5.23442876615649	-5.47615447171297	-3.627541633853	-4.28019677079953	-4.2914889758	-4.38282794582204	-4.1304472439437	-6.66979990577857	-3.78074479965183	-4.16424379149455	-4.30568432761145	-4.0524637104972	-4.49202955083307	-4.21553542357933	-6.53819044577818	-3.98680649516004	-4.13552738678533
CSM7KOUL	-5.39336371517743	-4.56243542510673	-4.76349029479678	-4.27268806043967	-4.48385311600507	-4.7246748695325	-5.04411753345544	-3.668347872715	-4.36344380031892	-4.32484519364352	-4.40252402991305	-4.32553902912479	-5.17599095249303	-4.2415336624061	-4.2109778220772	-4.43629099569846	-4.16390380982	-4.45644426539	-4.28750264326707	-5.77461484992799	-4.24053656431658	-4.21644369022312
CSM7KOUN	-5.20419044104857	-4.51429346555702	-4.60145202882654	-4.27800168671653	-4.50535938261527	-4.57826527598542	-4.96353617145014	-3.64329239534647	-4.4121376284433	-4.35029249271502	-4.47138649861899	-4.33789388199104	-5.19520400663366	-4.24210146638977	-4.31927486149839	-4.47833426795314	-4.19372184119727	-4.48933269937872	-4.35614016176154	-5.53491705475528	-4.33149706588071	-4.22297742230174
CSM9X1XU	-5.81782203014879	-4.42543910170508	-4.59869529973616	-4.21051028129858	-4.58807881287173	-4.55706406904842	-4.81204141521924	-3.8297839811519	-4.35446298229701	-4.32997755940187	-4.47505563096023	-4.22852189825599	-5.71590025043449	-3.93573622058279	-4.14926618634256	-4.47386790318389	-4.24343884188357	-4.60323916356403	-4.20736508499027	-5.95060809768546	-4.3421976140202	-4.203546667302
CSM9X1Y3	-5.18895598520455	-4.42973728884694	-4.41538978420642	-4.30804314077264	-4.61443938004766	-4.41006966001811	-4.67420973917827	-3.93591177160192	-4.4246673793272	-4.47910690531228	-4.56928062544053	-4.30755913409255	-6.14150163796162	-3.94272831811568	-4.25485560660611	-4.41778923809421	-4.35064651989855	-4.59395989298032	-4.26816853133755	-5.23941460777001	-4.37025355036525	-4.13437185044026
CSM9X1Y5	-4.67275172537131	-4.47830622826277	-4.28189242900925	-4.15211154045409	-4.58173450062966	-4.45635182104802	-4.77529048839998	-3.49909331016414	-4.97570375977406	-4.57686218564507	-4.60440972730981	-4.3137897077613	-6.27102180562304	-3.89369690366877	-4.61125051388119	-4.9154705444293	-4.22657516379054	-4.55751639606828	-4.54184762946158	-5.60219544170185	-4.16671774878465	-4.02154966214508
CSM9X1YV	-5.87744979618027	-5.02487643642752	-4.3785249204617	-4.13530037540545	-4.34129157838408	-4.42199816202834	-5.16012791227301	-3.98609249688085	-4.27022400386528	-4.45919133042073	-4.40604486379804	-4.19740430902819	-6.11024876961335	-3.96777726817498	-4.30157675120908	-4.6940551968383	-4.34326582398459	-4.2916682071904	-4.25833288357905	-5.1241274634862	-4.25543949903116	-4.06046676260014
CSM9X1Z4	-5.04990212983805	-4.39338305592924	-4.62908877033555	-4.3287454741353	-4.54878615577771	-4.61244095373204	-5.00926870179599	-3.76307361638345	-4.21040304148374	-4.47582288919627	-4.5159307600285	-4.22919878095766	-5.30713943555388	-4.58432782401441	-4.32709705927707	-4.72081115837432	-3.94130410108531	-4.53953675514797	-4.36083272544333	-5.17194387755486	-4.22560799403337	-4.18145162394157
CSM9X1ZC	-4.93966384005896	-4.35931959064143	-4.63696887560924	-4.4079170207122	-4.59416955123145	-4.62697644475463	-4.94952951927539	-3.78283642873191	-4.3654991225107	-4.46506757220483	-4.52954389233052	-4.29180802997909	-5.17590962007642	-4.30427586195835	-4.40815898785198	-4.49571564954601	-3.97548430800486	-4.58311872977682	-4.40188475866889	-5.21403060914704	-4.28602591457524	-4.16189231256677
CSM9X1ZO	-5.31866182704484	-4.55124020378821	-4.53668085888613	-4.30656742639319	-4.54421322979402	-4.58284774378756	-4.73533145357854	-3.66058346213045	-4.45868901728847	-4.46159833586091	-4.49126344915645	-4.24397850477571	-6.0574702800905	-4.0400438861209	-4.31367489266779	-4.5094288601746	-4.17041440126832	-4.57124318123136	-4.3805863740183	-5.37136410491763	-4.36429663493377	-4.03402954238061
CSM9X1ZQ	-5.29411463241142	-4.57443554872865	-4.64081349848055	-4.3587653672359	-4.61868752505157	-4.65252019982712	-4.89682953552137	-3.51959326216324	-4.43418393198771	-4.42917946113965	-4.51080721832171	-4.2664355549046	-6.29927351629018	-4.12013223051824	-4.28749264751952	-4.60039702737242	-3.97379904526455	-4.60841596076704	-4.35571298719528	-5.42281326004665	-4.1824209868053	-4.07134394471101
CSM9X1ZY	-5.2108460707871	-4.4710132147473	-4.60534307417984	-4.27074797444616	-4.5779808964761	-4.63288019499424	-4.84136853397213	-3.68442805016209	-4.4041609383944	-4.53029189082993	-4.54284122047938	-4.33301736620314	-5.78869204815857	-3.99262454263276	-4.32453458031388	-4.54614070835857	-3.98589699188086	-4.59725112700502	-4.44073691593049	-5.42311000346901	-4.25281754353208	-4.12530494202877
CSM9X211	-5.02432718500399	-4.47891723907764	-4.54042792374991	-4.25058857635241	-4.49720339435189	-4.53421314697954	-4.87538676324851	-3.86817442440858	-4.43129574057849	-4.53842418031546	-4.53675052207526	-4.3369678924631	-5.20227479755308	-4.00343742620725	-4.41246750101204	-4.51377225873871	-4.29063049179569	-4.48918293329228	-4.43568925286435	-5.31924052941358	-4.19161335224206	-4.18088956770486
CSM9X213	-5.30823412870446	-4.54678590642444	-4.63013996040934	-4.24729413792157	-4.4603163829142	-4.5979422845604	-4.82241297601034	-3.81990326832187	-4.45780185383336	-4.42766132017089	-4.47306167479149	-4.30979340583959	-5.1725965356804	-4.05047836188333	-4.40068627072193	-4.50578888175285	-4.19512859391331	-4.45293028930986	-4.40650240808201	-5.51734078425494	-4.21026466617236	-4.15987733030622
CSM9X215	-5.19088892525334	-4.48078565643492	-4.72451478440469	-4.28935336488975	-4.60121529107031	-4.67855771506064	-4.91480044234579	-3.76044604429946	-4.40175179197245	-4.31536579011097	-4.4680530085106	-4.28875620541144	-5.0400918971796	-4.05806580368178	-4.3195666521832	-4.47540926864885	-4.23631395693717	-4.57410090610725	-4.36264826682318	-5.79104007599079	-4.14378671214197	-4.20944770343068
CSM9X219	-4.96570630229278	-4.37543603970116	-4.54041140383375	-4.32824959026862	-4.52185479156639	-4.49426614875674	-4.75883903451222	-3.97410291711162	-4.44503818582942	-4.45427335151111	-4.51666574274992	-4.32301992013215	-5.21804749858006	-3.8782655249292	-4.49431624714725	-4.74610091908803	-4.30909364855003	-4.50848688606829	-4.47957248092564	-5.13839497829982	-4.26335752373801	-4.12659515052856
CSM9X21J	-5.62190208557366	-4.45876260042722	-4.41322782448958	-4.35180781161155	-4.5721822430282	-4.41110588325636	-4.71230619442659	-3.97181587625555	-4.478090431462	-4.5163492126658	-4.56423517973677	-4.21181425922185	-5.58488247707344	-3.94358137941178	-4.27979731760345	-4.40151084187385	-4.34146283614226	-4.55623539440792	-4.25706427744791	-5.33324851226508	-4.28213884422163	-4.11709964871776
CSM9X21L	-5.7621939720726	-4.51363272170584	-4.3587995200143	-4.15817998451988	-4.50426483535185	-4.39104696657183	-4.66618034263544	-3.90380004510024	-4.44396064382017	-4.60621234792709	-4.59133997608132	-4.33918498407391	-5.87794373061641	-3.89448633255156	-4.27761809783388	-4.59439676299544	-4.38728514039475	-4.46425374858611	-4.3079479969198	-5.08577797285776	-4.35330218579852	-4.10554543235543
CSM9X21N	-6.0415629068186	-4.51938417969469	-4.67223963072516	-4.23888112127033	-4.54848385595598	-4.64063932552106	-4.85414987422004	-3.83472041778213	-4.34024524922524	-4.38857566459708	-4.46864414998132	-4.27219733547105	-5.41741201994569	-3.93293905329189	-4.09224292374155	-4.37801071454714	-4.22127378309495	-4.56618632917568	-4.19960828970665	-5.83909077554998	-4.30420390987484	-4.22203195446748
CSM9X21R	-5.7845330468376	-5.05060595930851	-4.54737444545499	-4.12023066260414	-4.42093005122604	-4.54620639883424	-5.13806033885713	-3.94934587667448	-4.26103211675712	-4.3307670674771	-4.36460636566404	-4.19370551299006	-5.77910164388115	-4.01615159013683	-4.1674510519617	-4.60588862782665	-4.20014359577645	-4.38633777626005	-4.17371379777137	-5.50468166913063	-4.3310383617609	-4.11563454498002
CSM9X21T	-5.31418781080292	-4.84009130103737	-4.40125102055298	-4.16397813566463	-4.39423893874412	-4.46830447137663	-5.12879645102995	-4.08381224115224	-4.33598425908353	-4.57183343453909	-4.47399692408093	-4.23335139219181	-5.92291932809993	-4.01121384814999	-4.27700825768085	-4.55076104511275	-4.31720251696198	-4.3350871222098	-4.31208917213214	-4.92946948426886	-4.29590559037191	-4.05154666812959
CSM9X222	-5.43168059711981	-4.69967023765044	-4.25162228154804	-4.16608720871047	-4.43646891318645	-4.37614882628441	-5.41956565332189	-4.08277048151451	-4.34485636419525	-4.60464400670977	-4.53822064357678	-4.18080200611038	-6.48795002948175	-3.87370302929597	-4.33420879402547	-4.709686609885	-4.42728045155749	-4.36141293987484	-4.22739103521662	-4.74528825562277	-4.33363682965633	-4.00247844462444
CSM9X22G	-5.16757533659878	-4.62036896227618	-4.46572450184607	-4.19735390000833	-4.55052257421677	-4.53013195732469	-4.97150886390424	-3.6503272847238	-4.47944401664746	-4.50841383605291	-4.54619854538119	-4.27569223174996	-6.14246993979284	-4.2199723180054	-4.38457054441549	-4.61939816790686	-4.000428964044	-4.55566076325978	-4.34535222391243	-5.13001321684363	-4.30403585007722	-4.02715208557561
CSM9X22I	-5.01898087120331	-4.60226706459186	-4.44194690537768	-4.20279728817998	-4.60713928891682	-4.55110569062627	-4.83398419712014	-3.79650211304408	-4.46535877844787	-4.55711968223529	-4.55773978059058	-4.27415323761362	-5.18330134503724	-4.34744295931509	-4.36384873633869	-4.56347825213186	-4.06204270420156	-4.64711089425133	-4.34549480967254	-5.08406975758072	-4.32278869352366	-4.07962174648033
CSM9X22K	-5.08288355912697	-4.53273634839129	-4.5974171939175	-4.35200617851708	-4.50936093762523	-4.62207952638893	-4.84122387193694	-3.8077004426458	-4.48617894461727	-4.44181583787058	-4.4859996730953	-4.2477923612388	-5.41263747453019	-4.12590401394815	-4.39212278095321	-4.5313752734018	-4.07973238913716	-4.50348600677343	-4.35459504839293	-5.30433865581415	-4.33978221688857	-4.06164742774743
CSM9X22S	-5.15292129660132	-4.49250534646061	-4.55077426447728	-4.27658472990372	-4.51534467768608	-4.53166297282574	-4.74231465331922	-3.93317670184053	-4.47388233790198	-4.43428713018997	-4.5028655396348	-4.30993908700631	-5.17537006902911	-3.87525916461402	-4.45434201344551	-4.58563138431445	-4.29137238120383	-4.50009344872796	-4.45973153084713	-5.36215422921813	-4.21891626836229	-4.16251599914015
CSM9X22U	-5.28496740339737	-4.56306282774225	-4.46385347000968	-4.25311425845674	-4.47081608660849	-4.44557841161511	-4.73576646735745	-3.91622963462872	-4.45021789956897	-4.46620257440294	-4.48896217361298	-4.27718157053431	-5.57609249100914	-3.91053806017246	-4.52492708385388	-4.71111387136917	-4.27685094192254	-4.44079783924173	-4.50181788690666	-5.05057330873045	-4.23469333801222	-4.10039562599065
CSM9X233	-5.4730232427557	-4.84290132942642	-4.25265310769832	-4.03332059143968	-4.29163038088994	-4.50451350415221	-5.36085907944047	-4.03318191894069	-4.34791800087674	-4.99004117264183	-4.73032261411955	-4.18386640016533	-6.75340800606809	-3.78152447980198	-4.35623678659302	-4.75358473746626	-4.40607779287669	-4.19603173642502	-4.23093939568257	-4.89939790797494	-4.23409058311265	-3.92578277394769
CSM9X235	-5.32112577364862	-4.82409139889339	-4.43342023246256	-4.1173023547538	-4.37061620821413	-4.5156414874437	-4.93855658933191	-4.17013945425214	-4.39883458069693	-4.59242329378949	-4.50366525942776	-4.19962291557394	-5.82802588783509	-4.09641730468435	-4.28678684840709	-4.51769175139823	-4.25711842224598	-4.31586679295742	-4.22169744423429	-4.92898449892357	-4.29925145261523	-4.11952515821442
CSM9X237	-4.83941585572198	-4.43730287343448	-4.29512095568787	-3.926214099	-4.25491271783487	-4.40914793446757	-5.02189226390576	-4.29320342610982	-4.2613023073197	-5.36524044660229	-5.05689031493077	-4.16538943996131	-6.64949700289378	-4.00398708198238	-4.23181526876244	-4.42442318507361	-4.27475073873766	-4.18601980516062	-4.24764302536215	-5.65405954199618	-4.67053249662504	-3.87119476407364
CSM9X23B	-5.53744875461032	-4.92358564044682	-4.34499665881694	-4.13614485508418	-4.38216503159426	-4.41110190530069	-5.32559462361986	-4.0717058710015	-4.29472152717716	-4.5385854328071	-4.4992241955758	-4.20708133760393	-6.06002979345909	-4.02532556422053	-4.31621128065524	-4.57967295511999	-4.25819514036444	-4.31742052370406	-4.25493751569233	-4.91079271532087	-4.30814894438655	-4.03972837017742
CSM9X23H	-6.32063861234563	-4.6426787963878	-4.80305892561098	-4.24111657204929	-4.48837103168457	-4.73754402506876	-5.14424904920114	-3.5282136320061	-4.33151667648503	-4.22428497780863	-4.37254258571095	-4.19754516851332	-5.9644160698536	-4.54713058395487	-4.15683401234067	-4.25654630473265	-3.96974189010135	-4.47374173272727	-4.19944314081615	-6.26583472734191	-4.12623597426001	-4.18109162961718
CSM9X23N	-5.67757833671995	-4.3867837707128	-4.90294322756084	-4.28888242253011	-4.46095323487265	-4.83092544148388	-5.1428151396908	-3.65472738882138	-4.24552298879247	-4.36825070944538	-4.42804255840131	-4.265922475225	-5.45263302740111	-4.18337963440796	-4.28863234430226	-4.49191627171283	-4.09513107676976	-4.44972928328303	-4.33808441080092	-5.52338555944402	-4.18389986437372	-4.15084128417006
CSMA88CB	-4.70335450866601	-4.36188366294299	-4.70194654400604	-4.1277770376955	-4.2937811395234	-4.70176591964943	-4.31106752190007	-4.40611590182424	-5.42902930762713	-5.10211854374438	-4.83029740930561	-3.96429553732483	-6.48238525717413	-4.03432943570825	-4.10049238798501	-4.6847919322084	-4.00575883156735	-4.28989577330076	-4.03282807651253	-5.77324101443219	-4.2387638826245	-3.97140232429117
CSMA8M9R	-5.0285417028599	-4.52737094774326	-4.5415297217186	-4.33032276321909	-4.58174760475671	-4.56308007887886	-4.69581370632942	-3.53725091086416	-4.51496096884194	-4.50983471068928	-4.54644445589365	-4.30094627461869	-5.47432740089626	-4.00755547653054	-4.46397876659127	-4.83010416560785	-4.28227302045108	-4.57419168205533	-4.46825598081939	-5.01520550234506	-4.28947144761384	-4.11623036933867
CSMA9J65	-5.36228847309219	-4.47145658183111	-4.44437362109266	-4.32168453813881	-4.66864871924709	-4.46556710047972	-4.46701875571774	-3.78537876668739	-4.55504584020224	-4.39278925704471	-4.54291693490444	-4.26791907232718	-5.34183802042411	-3.78937462933516	-4.46678081382225	-4.45442093087595	-4.33368296185593	-4.70538596146076	-4.49264118117317	-5.22467187614388	-4.35509893223708	-4.27556962225737
CSMAAEUA	-5.03031771072859	-4.42906159318636	-4.57262379282186	-4.34806924196256	-4.65711252229207	-4.58755137829328	-4.64830557622342	-3.54639704180256	-4.63333592187711	-4.52600746878618	-4.59150979684248	-4.26127340883387	-5.39113378174611	-3.87633921346177	-4.39152994096252	-4.60809816744501	-4.32464111497103	-4.65098255558268	-4.49105690654821	-5.2350859377561	-4.28756055987197	-4.17580727025944
